cond((Int)),disp((Int)),cond(chlor2),cond(depth2),cond(DO2),cond(habitat),cond(month),cond(salinity2),cond(sediment),cond(turb2),cond(w_temp2),cond(year),df,logLik,AICc,delta,weight
7.20746349476623,+,0.163253900620762,0.403797445532738,0.31322705777278,+,,,,-0.273138211899835,-0.0644670919292023,,10,-1382.38751715622,2785.80789816221,11.117675047778,0.000327019314070201
7.23862808311809,+,,0.49410050848471,0.278935074842931,,,0.702666676548504,,-0.267430351321646,-0.000775565483163071,+,11,-1381.31319227007,2785.87166755902,11.1814444445863,0.000316756878612138
7.01628323262326,+,,0.451949413655375,0.434664539126954,,,,+,,0.0173112839604865,+,12,-1380.22690051561,2785.932474017,11.2422509025673,0.000307271372361087
7.12001767944659,+,,0.448193614919964,0.373079590954603,+,,,+,-0.199198046559266,,+,14,-1377.98168358979,2785.97293655758,11.2827134431463,0.000301117343984768
7.0150048991949,+,,0.434832342644134,0.327350262640653,,+,,,-0.296119328313232,-0.0556229306286854,,8,-1384.6807848629,2786.03133716765,11.3411140532221,0.000292451760255061
7.16675456735094,+,0.0820939654811161,0.480255798961087,0.461548325463989,+,+,,+,,,,12,-1380.30058363131,2786.07984024841,11.3896171339798,0.00028544466444037
6.92369223811999,+,0.102980634586765,0.43812490965271,0.457622608971623,,,,+,,-0.0179271547661899,+,13,-1379.17958610601,2786.09250554536,11.4022824309327,0.000283642755171719
7.24146657957036,+,,0.503107544152144,,,,0.201774112668114,+,-0.229339366058634,-0.0289604030207074,,10,-1382.5350943546,2786.10305255897,11.4128294445395,0.000282150900283392
6.9212267715039,+,0.099536179692646,0.436397854540496,0.459298923347963,,+,,+,,,+,13,-1379.1983347842,2786.13000290173,11.4397797873007,0.000278374370385774
7.7148668016652,+,0.13675248720362,0.443320015535481,0.250115439642665,+,,0.710725403649593,,-0.251614688643445,,+,13,-1379.20007165433,2786.133476642,11.443253527571,0.000277891289900945
7.02975725998042,+,,0.406468904439263,0.363321503346914,+,,,,-0.274411600250019,,,8,-1384.74426308207,2786.15829360601,11.4680704915777,0.00027446438613819
7.05898379253821,+,,,0.430359343160447,,,0.198160149396323,+,,,,8,-1384.75624832597,2786.1822640938,11.4920409793695,0.000271194497875882
6.99956926103508,+,,,0.415730623222574,,,0.199220271218644,+,-0.192268508815185,0.0336085034850244,,10,-1382.57486697963,2786.18259780903,11.4923746946015,0.000271149250783504
7.06447034853377,+,0.156361492088533,0.448062750930005,,,,0.185892291338153,,-0.290740329454619,,,7,-1385.84154531342,2786.20160914535,11.5113860309257,0.000268584007474748
7.02585729339474,+,,,0.401402946302091,,+,0.184022351634346,+,-0.202598364815127,,,10,-1382.59547301642,2786.2238098826,11.5335867681683,0.000265619112145546
7.00258372526667,+,0.106123494969062,,0.468754631519535,,,,+,-0.212147187123345,,,9,-1383.7189860147,2786.27909352472,11.5888704102922,0.000258377463443959
7.47719732301431,+,,0.551668648089311,,,,0.729423033739965,,-0.29372788494844,,+,9,-1383.77132592556,2786.38377334644,11.6935502320148,0.000245201823659083
8.22215881492738,+,0.121255169311309,0.570026869104756,,+,,0.790650574598494,+,-0.251653309485099,-0.0772208228577103,+,16,-1375.88902141799,2786.40606215965,11.7158390452219,0.000242484365192477
7.32748493755813,+,0.159091824525399,0.367909036328211,0.274543028385057,+,,0.118723469310368,,-0.254594517072218,-0.0174623034827428,,11,-1381.58196161064,2786.40920624014,11.7189831257156,0.000242103469481298
7.3471235965877,+,0.078529081934227,0.429690648613857,0.388514880852567,+,+,0.189711465367095,+,,0.029032866345673,,14,-1378.20027192625,2786.41011323049,11.7198901160573,0.000241993701618519
7.31301489336279,+,0.159040267852969,0.363684929122989,0.283327858086654,+,+,0.12605694712,,-0.249367354092979,,,11,-1381.58272265909,2786.41072833705,11.7205052226209,0.000241919287105211
7.12497553727804,+,0.151389772198251,0.404499765256003,0.356511256588022,+,+,,,-0.257965910944188,,,10,-1382.70471622886,2786.44229630749,11.7520731930572,0.000238130813908879
7.02765808460821,+,0.0897389165487929,,0.432912995467355,,,0.199643093725095,+,,,,9,-1383.80205944914,2786.44524039361,11.7550172791807,0.000237780532974034
7.20925544875853,+,,0.368849556151996,0.293566215562812,+,,0.11631052245384,,-0.256725140299292,,,9,-1383.80472797907,2786.45057745347,11.7603543390419,0.000237146854376072
7.41705801372523,+,,0.542236799245765,0.205756554853054,,+,0.801717690281178,,-0.307563560394929,-0.11527255067491,+,12,-1380.50702234991,2786.49271768561,11.8024945711768,0.000232202415502017
7.2898279281705,+,0.122168157708122,0.535700567023962,0.241245140909409,,+,0.748086639932694,,-0.296325806412409,-0.126128944988688,+,13,-1379.38219390491,2786.49772114315,11.8074980287174,0.000231622234069506
6.94211157696696,+,0.140193319689157,0.420083580072425,0.325373578837804,,,,,-0.260275983264725,,+,10,-1382.75176878165,2786.53640141306,11.8461782986296,0.000227185668974778
7.32543736639278,+,,,0.378618176419357,+,,0.192604435904742,+,-0.194861384652989,,,11,-1381.65112994965,2786.54754291817,11.8573198037375,0.000225923592450995
7.40469382034497,+,0.10921432948656,0.546655689271789,,,,0.675975325880242,,-0.295314999116944,,+,10,-1382.8006289732,2786.63412179617,11.9438986817454,0.000216352152678776
7.63347954834129,+,,0.594825986772445,,,+,0.856502660705656,,-0.347417752163547,-0.17383042003788,+,11,-1381.69746066891,2786.64020435669,11.9499812422596,0.000215695164696938
8.2204322956243,+,,0.589100628608168,,+,,0.835920753748628,+,-0.238293973328982,-0.0426228732576741,+,15,-1377.16750384448,2786.64269999666,11.9524768822307,0.000215426183814402
7.79366281453658,+,0.127803308012365,0.457470695535083,,+,+,0.23993250758081,+,-0.233572093225793,,,13,-1379.46273933501,2786.65881200336,11.9685888889267,0.000213697681514698
7.56862778454948,+,,0.565149647942562,,,+,0.789121834979042,,-0.301954335608842,,+,10,-1382.81451797355,2786.66189979687,11.971676682444,0.000213368008912586
7.00398462687556,+,,,0.483580573731206,,,,+,-0.227213182190778,,,8,-1385.01383161761,2786.69743067708,12.0072075626472,0.000209610904452504
6.92519066450545,+,0.123574088252427,,0.46526662109091,,,0.518485367153627,+,-0.176509157985654,,+,13,-1379.48516581674,2786.70366496681,12.0134418523826,0.000208958534192015
7.14191194173625,+,0.139659807431031,0.434172613243083,0.378760669403709,+,,,+,-0.200142480076708,-0.0569141899905915,+,16,-1376.09104795811,2786.81011523989,12.1198921254627,0.000198127486506938
7.78446948675754,+,0.159589030585227,0.448168732598986,,+,,0.189149055992862,+,-0.242746187402062,-0.0629996802705457,,13,-1379.55483039995,2786.84299413323,12.1527710188011,0.000194897006663579
7.72647697025537,+,,0.450777903569878,,+,,0.233476953198925,+,-0.212225878733501,,,11,-1381.81536059584,2786.87600421055,12.1857810961205,0.000191706625144753
7.68244966076803,+,0.0706437202533244,0.549240946278866,0.375336213409998,+,+,0.784833864656668,+,,-0.086459203507293,+,17,-1374.95745262624,2786.88577903889,12.1955559244598,0.000190771961373602
7.00532959170462,+,,0.406049063566601,0.307901179649752,,+,0.109415143407704,,-0.264861180366667,0.00626365023110516,,9,-1384.0307360301,2786.90259355553,12.2123704411006,0.000189174815430746
7.02282844023242,+,0.129149092077285,,0.418505668253979,,,,+,-0.22998288379311,-0.0911534646668915,,10,-1382.94997412269,2786.93281209515,12.2425889807182,0.000186338007122151
7.0928668134872,+,,0.407707722556294,0.323595903795663,,,0.131751670339589,,,,,6,-1387.31851166536,2787.02412010491,12.3338969904785,0.000178022200110589
7.23155559516995,+,,0.497754511758562,0.414083916989867,+,+,,+,,-0.0671080314471257,,12,-1380.77612684463,2787.03092667505,12.3407035606215,0.000177417369603655
7.72347822813327,+,,0.466182095798624,0.233676072850296,+,,0.757577267661438,,-0.258110037386332,,+,12,-1380.81792179914,2787.11451658405,12.4242934696244,0.000170155040209923
8.17047222865455,+,0.130823834709857,0.481319746981611,,+,,0.789599758279523,,-0.273250685701562,,+,12,-1380.83633797686,2787.1513489395,12.4611258250752,0.000167050112948642
6.942926843625,+,0.140612676719918,,0.338398479374604,,,0.143998988250633,,-0.255888497486031,,,7,-1386.31715068147,2787.15281988145,12.4625967670213,0.00016692729760862
7.12320601752651,+,0.123872398618027,0.430242033435476,0.384086854438016,+,+,,+,-0.189295280592989,,+,16,-1376.28249932374,2787.19301797115,12.5027948567217,0.000163605710549053
7.80825223974718,+,0.138597489062993,0.475948972176583,,+,+,0.158606140883516,+,-0.258746020147974,-0.136783873343452,,14,-1378.63804911712,2787.28566761222,12.5954444977942,0.000156199573757988
7.05763016943017,+,,0.434207959103634,0.393008257103551,,,,,,,,5,-1388.50587246186,2787.28697428152,12.5967511670865,0.000156097556494076
7.56345814148524,+,0.100064268932243,0.59918402724855,,,+,0.822431865467746,,-0.345656995307836,-0.187773253190759,+,12,-1380.95098061302,2787.38063421182,12.6904110973928,0.000148956037009412
7.74547745445809,+,,0.469476007857916,,+,+,0.247429163811591,+,-0.224944975417231,,,12,-1380.95420844935,2787.38708988449,12.6968667700612,0.000148476006447784
7.782949400198,+,0.153012755767828,0.505979809897101,,+,+,,+,-0.293057708584854,-0.234914250226686,,13,-1379.8417549215,2787.41684317634,12.7266200619074,0.000146283530253238
7.41917471176406,+,0.125390533806213,,0.362373659988296,+,+,0.19804288365458,+,-0.188159355745527,,,13,-1379.89672603364,2787.52678540061,12.8365622861779,0.000138459188507431
7.71091064539201,+,0.173643215803549,0.372994105452611,,+,,0.202574378388267,,-0.274020885165578,,,9,-1384.34751366133,2787.53614881799,12.8459257035565,0.000137812477957919
7.43002165142514,+,0.123603039530373,,0.356816200589214,+,,0.195610505053861,+,-0.190538896433572,-0.00856253015688592,,13,-1379.90758316377,2787.54849966088,12.8582765464521,0.000136964050221476
7.3066325997654,+,,0.514638610657547,,,,0.245672097210728,+,,,,8,-1385.47484574369,2787.61945892924,12.9292358148109,0.000132189810767522
7.49809132383348,+,0.0855568163349141,0.561551151669263,,,+,0.745093245869997,,-0.298701362795447,,+,11,-1382.23355290874,2787.71238883635,13.0221657219199,0.000126188130995088
8.16063499341706,+,,0.503472119047644,,+,,0.839645747083548,,-0.265698076277605,,+,11,-1382.23587771409,2787.71703844704,13.0268153326106,0.000125895108895281
7.02541995837337,+,,,0.448079992448634,,,0.544062628492976,+,-0.195163040516586,,+,12,-1381.123516497,2787.72570597978,13.0354828653485,0.000125350689451756
7.26962315512165,+,0.0858498558874111,0.48317935751705,0.417070699205074,+,+,,+,,-0.072129625625847,,13,-1379.99635571436,2787.72604476205,13.035821647617,0.000125329457954555
7.31655838737032,+,0.113927570138919,0.509663206119777,,,,,+,-0.25613992029359,,+,12,-1381.17450227899,2787.82767754375,13.1374544293249,0.00011911978015694
7.03460923083353,+,,,0.446062671619845,,,0.232826837589949,+,,0.0608077700777847,,9,-1384.5019859417,2787.84509337872,13.154870264294,0.000118086998156898
7.05259169423141,+,0.0910223873941069,0.39956296204211,0.339834418954507,,,0.126355210179238,,,,,7,-1386.66416530011,2787.84684911873,13.1566260043037,0.000117983378612153
7.74906496941009,+,,0.662207369099395,,,+,0.808490016909592,+,,-0.185355991815082,+,13,-1380.05772683622,2787.84878700577,13.1585638913443,0.000117869114748497
7.12168542735362,+,,0.441414668118572,,,,0.189217951846741,,-0.27675452332312,,,6,-1387.75088125935,2787.88885929289,13.1986361784629,0.00011553097412424
6.97884390687285,+,0.112856925556767,,0.402163888379035,,+,0.185034285435468,+,-0.190435857207192,0.00671123413372228,,12,-1381.20860412286,2787.8958812315,13.2056581170691,0.000115126059657611
7.15008830162464,+,,0.458623042569012,0.359440433972048,+,+,,+,-0.201434927080229,,+,15,-1377.79831782201,2787.90432795172,13.2141048372864,0.000114640866144441
7.06266872500392,+,0.168358862234335,0.452847758618875,,,,0.152693436561362,,-0.301174783209046,-0.0572832864436767,,8,-1385.62864998495,2787.92706741176,13.2368442973325,0.000113344812299719
7.02240693880249,+,,0.422556536613993,0.31138455658399,,,,,-0.282207424171907,,+,9,-1384.54650304529,2787.9341275859,13.2439044714697,0.000112945400637271
7.02241943868972,+,0.0919747457086696,0.427432520814729,0.404844170452883,,,,,,,,6,-1387.7856110877,2787.9583189496,13.2680958351675,0.000111587478060521
7.23188519645494,+,0.160526194023943,0.406687829375065,0.301310187211463,+,+,,,-0.27779670753132,-0.0778764962649385,,11,-1382.3579082546,2787.96109952806,13.2708764136291,0.000111432446985468
7.10509484144963,+,0.103226388508834,0.407383126238817,0.447043885552389,+,,,+,,,+,14,-1379.00878443098,2788.02713823995,13.336915125517,0.000107813102403242
7.12564184561882,+,,0.432175530835417,0.423952887880401,+,,,+,,,+,13,-1380.15111556642,2788.03556446618,13.3453413517504,0.000107359829123628
7.04999243341749,+,,0.462024412777027,0.422655415549377,,+,,+,,-0.0103584757616018,+,13,-1380.15961762652,2788.05256858638,13.3623454719495,0.000106450918684775
7.23048372313024,+,0.145074039309569,0.545233393911672,,,,,+,-0.274475951702046,,,9,-1384.6131694058,2788.06746030693,13.3772371925033,0.00010566124357153
6.96737610214826,+,0.118521221063966,,0.474934928537965,,+,,+,-0.210571335101922,,,10,-1383.55596815943,2788.14480016863,13.4545770542013,0.0001016533230235
7.71288406850228,+,0.149230872778277,0.448744310781349,0.247759077212782,+,,0.711858272193385,,-0.260633415689804,-0.0454492053841306,+,14,-1379.07336297054,2788.15629531907,13.4660722046424,0.000101070738730315
7.27787722961006,+,,0.525632849034014,,,,,+,-0.273128309025353,-0.136811919037534,,9,-1384.66525622366,2788.17163394264,13.4814108282094,0.00010029856054528
7.65488078937104,+,,0.629787675003509,,,+,0.769157602271927,+,,,+,12,-1381.35220988438,2788.18309275454,13.4928696401139,9.97255524409785e-05
7.08937852054243,+,0.148328454779615,0.450828453679035,,,+,0.187287451321461,,-0.29397027963691,,,8,-1385.76124380808,2788.19225505802,13.5020319435926,9.92697394244314e-05
7.38519878566455,+,,0.513253897465057,,,,,+,-0.260536468572326,,+,11,-1382.47537175909,2788.19602653705,13.5058034226204,9.90827189456373e-05
7.02152814264795,+,,,0.451208788112324,,,,+,-0.241287568983632,-0.0587447430866548,,9,-1384.67997690257,2788.20107530047,13.5108521860411,9.88329117790961e-05
7.05553892209043,+,,0.404354428961994,0.347660034983343,+,,,,-0.280050650384152,-0.025671330793696,,9,-1384.68390507433,2788.20893164399,13.518708529562,9.84454406508562e-05
6.93515941913659,+,0.131657275742043,,0.412697793266805,,,,,-0.266023958483868,,,6,-1387.92265433396,2788.23240544211,13.5421823276797,9.72967506667617e-05
7.57735333093391,+,,0.610364699827525,,,,0.697938343234037,+,,,+,11,-1382.49414359476,2788.23357020839,13.5433470939565,9.72401031766242e-05
7.73916953822207,+,0.186220891719296,0.481524589542039,,+,,,+,-0.280502476311167,-0.163276232055584,,12,-1381.37861187629,2788.23589673837,13.5456736239394,9.7127052935279e-05
7.77272005388023,+,0.126782846589348,0.454491772637185,0.231764436448411,+,+,0.740118713405276,,-0.254426750905325,,+,14,-1379.12019548655,2788.24996035109,13.5597372366624,9.64464699747265e-05
8.21338720418508,+,,0.515487102464497,,+,+,0.881181890576589,,-0.276520879318433,,+,12,-1381.39163651743,2788.26194602064,13.5717229062097,9.58702106537625e-05
7.12063225047836,+,,0.448353248587015,0.372851927905452,+,,,+,-0.199592809105539,-0.00167790912203334,+,15,-1377.98150379868,2788.27069990505,13.5804767906216,9.54515092667922e-05
7.26379514319055,+,,0.493360838133226,0.325097070667348,,,0.706461103339965,,,,+,9,-1384.71710987412,2788.27534124357,13.5851181291414,9.52302547120434e-05
7.03921939589965,+,,0.409440209834512,0.36015159292071,+,+,,,-0.276194952069103,,,9,-1384.71742316002,2788.27596781536,13.5857447009353,9.52004250891245e-05
7.46370947617169,+,0.15726645033338,,0.291557932709107,+,,0.163261420978137,,-0.245440013316464,,,9,-1384.71931828086,2788.27975805705,13.5895349426187,9.50201796268103e-05
7.47826834050535,+,0.0981049044013803,,0.398480442532424,+,,0.215009229530039,+,,,,11,-1382.52015304438,2788.28558910762,13.5953659931961,9.47435493474123e-05
7.06806533544514,+,,,0.427875676240771,,+,0.200660793073493,+,,,,9,-1384.73823238491,2788.31758626514,13.6273631507106,9.32398478281569e-05
6.93487490891944,+,0.101630392959943,0.441378222181571,0.453813235288082,,+,,+,,-0.0255168194632737,+,14,-1379.17393546893,2788.35744031584,13.6672172014128,9.14002447978975e-05
7.42856191148161,+,,,0.398382299880947,+,,0.212177842652546,+,,,,10,-1383.66383544949,2788.36053474875,13.6703116343174,9.12589381795528e-05
6.83788036393352,+,0.132431110093981,,0.447903330864258,,,,+,-0.177800516214636,,+,12,-1381.44323186254,2788.36513671087,13.6749135964428,9.10491944916658e-05
7.00885679673863,+,,,0.411233797226917,,+,0.196734559306826,+,-0.194831894779604,0.0258777620012524,,11,-1382.56919695685,2788.38367693257,13.6934538181449,9.02090584593167e-05
8.2661437712319,+,0.126864193611985,0.542365924296591,,+,+,0.907275234110926,,-0.317470935210992,-0.182592963630018,+,14,-1379.188208448,2788.385986274,13.695763159571,9.01049568145884e-05
7.75264717299233,+,,0.484258516799036,,+,+,0.17655568111638,+,-0.251029686833891,-0.118125297037247,,13,-1380.34185171894,2788.41703677121,13.7268136567805,8.87168581295052e-05
7.01747233674356,+,0.0825124771223563,,0.440968930257479,,,0.219438964851365,+,,0.034429027794572,,10,-1383.72283691322,2788.4785376762,13.7883145617679,8.6030292843147e-05
8.25145869848175,+,,0.556014340101032,,+,+,0.939293598420909,,-0.317398345972191,-0.166402090502781,+,13,-1380.37410895006,2788.48155123345,13.7913281190235,8.5900761848322e-05
7.48911596614312,+,0.132624608810707,,0.419500874566206,+,,0.56509961433224,+,-0.175825281161117,,+,15,-1378.09193514658,2788.49156260085,13.8013394864165,8.54718442138383e-05
7.83588594796088,+,,0.484225133423008,0.199096470891181,+,+,0.804732913658699,,-0.264804492516089,,+,13,-1380.39910690489,2788.53154714311,13.8413240286814,8.37800358257861e-05
7.22569061119877,+,,0.372502149700608,0.287296689308012,+,+,0.117940794288559,,-0.260602034196945,,,10,-1383.75054005129,2788.53394395235,13.8437208379178,8.36796935812525e-05
7.47544479264188,+,,0.553607512710356,,,,0.731408502908196,,-0.296686865741076,-0.0163128955767962,+,10,-1383.75465209695,2788.54216804366,13.8519449292271,8.33363053587623e-05
7.07475788595078,+,0.187407214879851,0.487565775884913,,,,,,-0.334874470115939,-0.137556447686713,,7,-1387.01214743953,2788.54281339758,13.8525902831489,8.33094189910574e-05
8.21650228318946,+,0.111229920261799,0.496333181119144,,+,+,0.839140744128928,,-0.276081860145702,,+,13,-1380.4077412858,2788.54881590493,13.8585927904992,8.30597611218333e-05
6.92997722386139,+,0.151979806015506,0.423553279798536,0.323823408700237,,,,,-0.268187360077587,-0.040381465985915,+,11,-1382.65190755467,2788.54909812821,13.8588750137783,8.30480412496853e-05
7.20495977908678,+,,0.366766585254458,0.299635584210704,+,,0.127022133179271,,-0.251544286845502,0.0222614255385211,,10,-1383.76899000427,2788.5708438583,13.8806207438706,8.21499622979473e-05
7.39157698900759,+,0.120582846453166,0.552056259088969,,,,0.67465349248742,,-0.305273511302882,-0.0467801177593354,+,11,-1382.66838231931,2788.58204765748,13.8918245430527,8.16910530396343e-05
7.01551152914051,+,0.0939838139878125,,0.436054988221548,,+,0.196822063449429,+,,,,10,-1383.78090777727,2788.59467940431,13.9044562898839,8.11767286031776e-05
7.32017758250861,+,,,0.387310853059219,+,,0.214332071360315,+,-0.185502883083399,0.0358906936506979,,12,-1381.56562520369,2788.60992339316,13.9197002787332,8.05603520237982e-05
7.32010634165691,+,0.160025368035244,0.365796382335516,0.278669083459034,+,+,0.121127738689358,,-0.252332487649741,-0.0110964627145803,,12,-1381.57749086454,2788.63365471486,13.9434316004267,7.96100990478806e-05
7.34659001745518,+,,,0.371215230980821,+,+,0.198539327524594,+,-0.196369579021544,,,12,-1381.57792173755,2788.63451646088,13.9442933464511,7.9575804593511e-05
6.9194793791233,+,0.145958411115642,0.416256896890008,0.332542401316283,,+,,,-0.258103578080284,,+,11,-1382.72553984805,2788.69636271496,14.0061396005303,7.71527294920385e-05
6.96218563243274,+,,,0.347767106917414,,,0.135543098285174,,-0.27657180009582,,,6,-1388.15809402515,2788.7032848245,14.0130617100735,7.68861612392488e-05
7.35614320722508,+,,0.527002946097953,,,+,0.257217616940645,+,,,,9,-1384.93724991274,2788.71562132081,14.0253982063832,7.64133679692009e-05
6.90255696994202,+,0.112318044478805,,0.517984614142377,,,0.519414212235072,+,,,+,12,-1381.63532844444,2788.74932987466,14.0591067602295,7.51362684310942e-05
6.92142686998507,+,0.13529998671713,,0.462658027230496,,,0.512357243660307,+,-0.185119999422444,-0.0438540462101636,+,14,-1379.37188644036,2788.75334225871,14.0631191442799,7.49856817519693e-05
7.26468614865004,+,0.11617794789169,,0.445023777597379,+,,,+,-0.208987242772862,,,11,-1382.8090293032,2788.86334162526,14.1731185108347,7.09728565661095e-05
7.00026625476558,+,,,0.484397509523366,,+,,+,-0.227119500850821,,,9,-1385.01148130441,2788.86408410415,14.1738609897238,7.09465135323471e-05
7.19540295191275,+,0.133671267119228,0.451322999053109,0.355940325567551,+,+,,+,-0.21062840611255,-0.0962757991076645,+,17,-1375.95488749331,2788.88064877302,14.1904256585913,7.03613374375357e-05
7.08253204027376,+,,0.40286152046059,0.336959069789543,,,0.148945611597716,,,0.0413650316583857,,7,-1387.19482801977,2788.90817455806,14.2179514436325,6.93995952706423e-05
7.15561301977791,+,0.165054683573004,0.493463833359359,,,+,,,-0.351445254968137,-0.186577868105876,,8,-1386.13991026478,2788.94958797143,14.2593648569982,6.79773341968427e-05
6.91187638779888,+,0.126835481895045,,0.469662537836189,,+,0.512380533539173,+,-0.175822612621855,,+,14,-1379.47572484647,2788.96101907092,14.2707959564918,6.75899145743167e-05
8.44176745368047,+,,0.667371555339498,,+,+,0.921698068758439,+,,-0.193729653991368,+,15,-1378.32774787713,2788.96318806196,14.2729649475323,6.75166533476655e-05
7.7258713140202,+,,0.451992682662353,,+,,0.219341718524662,+,-0.215496226289085,-0.0221026044817379,,12,-1381.78618868373,2789.05105035324,14.3608272388133,6.46147774723381e-05
8.1657489771579,+,0.143738409057007,0.488525448511006,,+,,0.789907291995064,,-0.283214589779592,-0.0523728252387736,+,13,-1380.66907498154,2789.07148329642,14.38126018199,6.39580031050646e-05
7.04659007293348,+,0.125576877586853,,0.406542355569219,,+,,+,-0.234063468169746,-0.106589629266778,,11,-1382.91468471543,2789.07465244972,14.3844293352922,6.38567369998344e-05
6.91180457789686,+,0.150256633324834,,0.347349932839908,,+,0.14121652318257,,-0.252027564043904,,,8,-1386.2092172184,2789.08820187866,14.3979787642279,6.34255879447108e-05
7.71308264803096,+,,0.516230236222494,,+,+,,+,-0.296952683010611,-0.228978800181532,,12,-1381.82439898902,2789.12747096383,14.4372478493974,6.21924016787965e-05
7.09026695656621,+,,0.407341641624958,0.324113512999025,,+,0.131692317807315,,,,,7,-1387.3175810417,2789.15368060192,14.4634574874881,6.13826986028627e-05
7.27682588531602,+,0.0608723490945033,0.51233440186518,,,,0.243841662862162,+,,,,9,-1385.16563904241,2789.17239958015,14.4821764657186,6.08108680984742e-05
7.00666566040379,+,,,0.494198306050642,,,0.539761994297726,+,,,+,11,-1382.97372372139,2789.19273046165,14.5025073472252,6.01958301836996e-05
8.3191936900883,+,,0.590913458830933,,+,,0.82669311273348,+,,,+,13,-1380.73962764494,2789.21258862322,14.5223655087902,5.9601098379144e-05
7.42498694252235,+,,0.524257681677834,,,+,,+,-0.263682996420344,,+,12,-1381.88877729129,2789.25622756836,14.5660044539359,5.83147189437164e-05
7.35247250380788,+,0.142989962970384,,0.386170654253398,+,,,+,-0.227714489401218,-0.0999215606412949,,12,-1381.89220243439,2789.26307785455,14.5728547401259,5.81153243592164e-05
6.94336228324375,+,0.142234065552596,,0.336539427172621,,,0.140510163651759,,-0.257457565949632,-0.00707202826746108,,8,-1386.31359531831,2789.29695807848,14.6067349640462,5.71391359726608e-05
7.12310299974646,+,0.157167128926961,0.463238636435274,,,+,0.128089612783685,,-0.318453765612442,-0.104834651514126,,9,-1385.24117195523,2789.32346540578,14.6332422913483,5.63868295040697e-05
7.92360323152811,+,0.136254942953199,0.501472937527765,0.175073316423584,+,+,0.823068994110594,,-0.290634742795017,-0.13824630325263,+,15,-1378.51109006272,2789.32987243314,14.6396493187121,5.62064825504747e-05
7.16130759679433,+,,0.446437390900704,,,+,0.190003330368603,,-0.2905993304371,,,7,-1387.41583438952,2789.35018729757,14.6599641831385,5.56384587294937e-05
7.31450061528451,+,0.133160405159352,0.516447792221679,,,,,+,-0.270740838605215,-0.0794343544866844,+,13,-1380.80888898621,2789.35111130575,14.6608881913221,5.56127594709383e-05
7.7065892252338,+,0.184645474417554,0.378098770500908,,+,,0.171490571554161,,-0.283207086519777,-0.0530294602804226,,10,-1384.16390691568,2789.36067768112,14.6704545666867,5.53473883706977e-05
7.41785568458164,+,0.116756673898012,0.544491131561904,,,+,,+,-0.293296921763312,-0.186860607553034,+,14,-1379.67757434131,2789.36471806061,14.6744949461786,5.52356890091865e-05
7.72367360964971,+,,0.466486278428039,0.233432908457916,+,,0.75792035636288,,-0.258453701019537,-0.00176101389634945,+,13,-1380.81772199524,2789.36877732381,14.6785542093785,5.51236946014685e-05
7.06159655152057,+,,0.434290879840382,0.387379306292498,,,,,,-0.00921550833660644,,6,-1388.49836932193,2789.38383541806,14.6936123036335,5.47102241793023e-05
7.05312774485388,+,,0.433513457947745,0.393697161622857,,+,,,,,,6,-1388.50256281733,2789.39222240885,14.7019992944256,5.44812774850527e-05
6.94192135715911,+,,,0.421639607712857,,,,,-0.29327821145538,,,5,-1389.57442923963,2789.42408783707,14.7338647226393,5.36201213609335e-05
8.36153655116409,+,,0.608043797323391,,+,+,0.876066250822182,+,,,+,14,-1379.71727888486,2789.44412714771,14.7539040332767,5.30855488153662e-05
7.49438007597464,+,,0.546730959977647,,,+,,+,-0.301302634756051,-0.164814202095078,+,13,-1380.87889724611,2789.49112782555,14.8009047111254,5.18525649397623e-05
6.94467323033799,+,0.149982936705075,,0.373959972579886,,,,,-0.280727509420282,-0.0661484840358686,,7,-1387.51675760765,2789.55203373383,14.861810619399,5.02973025171194e-05
7.27505704282694,+,,0.536586284616856,,,,,+,-0.263615316758695,,,8,-1386.45153403013,2789.57283550213,14.882612387697,4.97768772337266e-05
7.35079019953276,+,0.0994800374557705,0.516667892636462,,,+,,+,-0.256777558773249,,+,13,-1380.95985307652,2789.65303948637,14.9628163719362,4.78202204257737e-05
7.71552450874234,+,0.168536116942407,0.375524721713191,,+,+,0.203199955359016,,-0.275997299448406,,,10,-1384.31562030346,2789.66410445668,14.9738813422546,4.7556386268202e-05
7.054109806678,+,,,0.512912912918455,,,,+,,,,7,-1387.57782976835,2789.67417805521,14.9839549407811,4.73174565225895e-05
7.15310675360344,+,,,0.467316534778798,+,,,+,-0.223204163082923,,,10,-1384.33840880453,2789.70968145883,15.0194583443977,4.6484902631237e-05
7.18977605805117,+,0.0712903716832891,0.476612420762842,0.352406682129692,,,0.665808568835944,,,,+,10,-1384.3586075937,2789.75007903717,15.0598559227387,4.55553830709493e-05
7.31069805708642,+,,0.51526637447975,,,,0.235334168644207,+,,-0.0169283723488571,,9,-1385.45785393213,2789.75682935959,15.0666062451628,4.5401885494259e-05
7.05696226032548,+,,,0.436375598445294,,+,0.559760719130824,+,-0.196724614191548,,+,13,-1381.02663322633,2789.78659978599,15.0963766715604,4.47310737230756e-05
7.97240414022,+,,0.525856738403688,0.144747363613974,+,+,0.877686901362041,,-0.299597717369719,-0.126818545118177,+,14,-1379.89243586197,2789.79444110192,15.104217987493,4.45560418268497e-05
