cond((Int)),zi((Int)),disp((Int)),cond(chlor2),cond(depth2),cond(DO2),cond(habitat),cond(month),cond(salinity2),cond(sediment),cond(turb2),cond(w_temp2),cond(year),zi(depth2),zi(salinity2),df,logLik,AICc,delta,weight
6.04714540573288,-1.76531964666551,+,0.207051009025712,1.24809152676977,0.176237575217196,,,,,-0.197795139989576,0.0662915369012122,+,-1.42643781630251,-1.05926206205572,14,-1358.66727126568,2747.34411190936,22.4400548339941,3.09169959610938e-06
7.47476379546772,-1.76531977195906,+,,1.01618382395619,,+,,0.196349766443719,+,-0.0215279804125148,0.125542320009499,,-1.42644054614913,-1.05928511586825,15,-1357.52458634391,2747.35686499551,22.4528079201496,3.07204796178448e-06
5.9515880752516,-1.76533733171627,+,0.126899124821889,1.11940354988214,0.171340428770552,,,,+,-0.103559162226546,,,-1.42646400822954,-1.05930695094746,13,-1359.81199672455,2747.35732678244,22.4532697070772,3.07133872787144e-06
7.35967076208869,-1.76531354019791,+,0.175406268935087,1.01109686860221,0.114334227735655,+,,,+,,0.0416638559912025,,-1.42643857031212,-1.0592879435705,15,-1357.53051058875,2747.3687134852,22.4646564098384,3.05390220052261e-06
6.07418260225316,-1.76533192409357,+,,1.15318458864994,0.13240025207413,,+,,+,-0.0899307596611769,,,-1.42645548609613,-1.05928385340228,13,-1359.82095436501,2747.37524206336,22.4711849880005,3.04394963377996e-06
7.40480151078082,-1.76530943704434,+,0.168385784524384,0.961048198750957,,+,,,+,-0.138357364384746,0.00438207255015202,,-1.42642743279588,-1.05928735579343,15,-1357.56382183865,2747.43533598499,22.531278909632,2.95384860805099e-06
5.98433320200898,-1.76530727074718,+,,1.17983008883303,0.193222362674063,,,0.089032884472041,+,,0.130251388420655,,-1.42644713453592,-1.05928300684562,13,-1359.85472273434,2747.44277880201,22.5387217266484,2.94287655910967e-06
6.07018168641357,-1.76530424040299,+,,1.17730386690287,0.165048916998398,,+,,+,,0.0356006454970713,,-1.4264465627279,-1.05928342896459,13,-1359.85605727882,2747.44544789098,22.5413908156133,2.93895177891453e-06
6.08807578761897,-1.76531262069313,+,,1.16990617070141,0.140382057493942,,+,0.0248805688983446,+,,,,-1.4264328504592,-1.05928593568668,13,-1359.86147035286,2747.45627403906,22.5522169636938,2.92308599540575e-06
5.9715008635485,-1.76531642348694,+,0.118433821660824,1.13984467470437,0.180401830318047,,,0.0154660714982849,+,,,,-1.42644636861808,-1.05928048473796,13,-1359.87210582018,2747.4775449737,22.5734878983399,2.89216234504446e-06
6.54128218453627,-1.76530748720856,+,,1.27130727878602,,,+,,+,,-0.142756437744259,+,-1.4264499039579,-1.05928385331741,15,-1357.58740280287,2747.48249791343,22.5784408380632,2.88500885352094e-06
6.17541481817942,-1.76531912060501,+,0.131385182313127,1.21234655624477,0.253457815438933,,,,+,,,+,-1.42643699150318,-1.05928814046743,15,-1357.58936627905,2747.48642486578,22.5823677904227,2.8793497649196e-06
6.43979763263947,-1.76532048244399,+,,1.41586944296415,0.22393391485834,,,0.896664502583805,+,-0.0784943797479286,0.153782948365532,+,-1.42643995115763,-1.0592694937613,17,-1355.29769456412,2747.56626291465,22.6622058392854,2.76667286959899e-06
7.48958598242052,-1.76531310653826,+,,0.995518175932472,,+,+,,+,-0.105631516009846,-0.0447868343510871,,-1.42644001048039,-1.05928593833162,15,-1357.63896611541,2747.5856245385,22.6815674631416,2.74001845622976e-06
5.97572885021686,-1.76533139221063,+,,1.14800450492091,0.181445369502356,,,,+,-0.0657525952970493,0.0770095776185604,,-1.42645983434588,-1.0592936558229,13,-1359.94236660624,2747.61806654581,22.7140094704446,2.69593114376149e-06
5.87045805847336,-1.76532289182749,+,0.140873223725781,1.18703754090209,,,+,0.0664225075189998,,-0.173852271140614,0.0510272114949124,,-1.42643857246687,-1.0592955355474,12,-1361.07054966841,2747.6197723226,22.7157152472378,2.6936327956275e-06
6.13549754622517,-1.76531156652649,+,0.184933847291835,1.30219003044115,0.176882664605823,,+,,,,0.0288658315235763,+,-1.42644347724556,-1.05928111403873,14,-1358.8074410752,2747.62445152839,22.7203944530284,2.68733813091917e-06
7.90121663710132,-1.76531340868431,+,0.123474648196317,1.13372810763752,,+,+,,+,,,+,-1.42643277959029,-1.05929061059931,17,-1355.3358914767,2747.64265673981,22.7385996644521,2.66298734742614e-06
7.45311407352023,-1.76530532440848,+,,1.00908011664521,0.0244259270096938,+,+,,+,-0.0965168643158234,,,-1.42641129585292,-1.05927202426464,15,-1357.66810356448,2747.64389943666,22.7398423612958,2.6613332183888e-06
6.05827009639749,-1.76531942371826,+,0.0806761460831679,1.15565479339632,,,+,,+,-0.158372763063886,,,-1.42643719232958,-1.05928626520938,13,-1359.97477591721,2747.68288516774,22.7788280923824,2.60995855424056e-06
7.4727176378215,-1.76530358705281,+,0.226838138260162,1.08552268439974,0.0477560886027193,+,,,,-0.193341855118897,0.0574932583810645,+,-1.42644250088237,-1.05928274014134,16,-1356.53423806362,2747.6964954509,22.7924383755426,2.59225771343497e-06
6.65227394281456,-1.76531087209487,+,0.104249535621888,1.46306412384128,0.201314825674047,,+,0.950940139989382,+,-0.184885356758654,,+,-1.42642556765407,-1.05928409742851,18,-1354.19507430341,2747.72673397267,22.82267689731,2.55335948996462e-06
7.50127000432168,-1.76531508186095,+,,1.01943004699301,0.0200960385356028,+,+,,+,,-0.0342920446255129,,-1.42643705015399,-1.05928356169052,15,-1357.71359217369,2747.73487665508,22.8308195797181,2.54298502558695e-06
6.36490518307398,-1.76531543157978,+,0.118071454823352,1.35772468254356,0.230486052806369,,,0.810505025896468,+,-0.133901407389213,,+,-1.42644728361544,-1.05928649789104,17,-1355.39370666317,2747.75828711274,22.8542300373815,2.51339233642565e-06
6.48934321950342,-1.76533271710844,+,0.0475833838231613,1.29208889221981,,,+,,+,,,+,-1.42642885626646,-1.05927109143412,15,-1357.73816600507,2747.78402431784,22.8799672424748,2.48125570962987e-06
6.2366757576404,-1.76532535375657,+,,1.18876154314794,0.167823150415992,,,,+,-0.133472265988356,,+,-1.42644586011056,-1.0592869897347,15,-1357.74103464147,2747.78976159063,22.8857045152695,2.4741480886543e-06
7.63927308785912,-1.76531329790911,+,0.196736817856227,1.14776840543117,0.0220915031254726,+,+,,,,-0.000992565692327057,+,-1.42644589534905,-1.05928067453768,16,-1356.58273144049,2747.79348220465,22.8894251292886,2.46954969216304e-06
7.39026465596273,-1.76531342889953,+,,0.957100527421574,0.00539019978522157,+,,0.110675140903469,+,-0.056601037021423,,,-1.42643553604566,-1.05928307155508,15,-1357.7548738722,2747.81744005209,22.9133829767288,2.4401436229412e-06
6.08000393603717,-1.76532419325627,+,,1.15605262420749,,,+,0.0364359957613125,+,-0.122723067260258,,,-1.42644046400106,-1.05928624321966,13,-1360.05074303206,2747.83481939744,22.930762322083,2.41903143542133e-06
6.09458457182406,-1.76533383960592,+,,1.14597135520967,,,+,,+,-0.134357420060085,-0.0360350668333443,,-1.42643969653098,-1.05928646987251,13,-1360.05409193301,2747.84151719936,22.9374601239938,2.41094388849146e-06
7.4004563191954,-1.7652870942989,+,0.214730441085173,1.04935791881976,0.0598146208688718,+,+,0.203857982584198,,-0.0743603965804447,0.156718664248293,,-1.42645123847254,-1.05927984511695,15,-1357.7676197118,2747.8429317313,22.9388746559375,2.4092393127843e-06
5.97429020780246,-1.7653143523524,+,,1.11363817514579,0.139898179309408,,,0.0136765316237022,+,-0.0753495657381101,,,-1.42644487569969,-1.05927945480301,13,-1360.05517512973,2747.84368359278,22.9396265174219,2.40833377588164e-06
7.82872293588613,-1.76530942070682,+,,1.11720790621472,,+,+,,+,-0.145467616804763,,+,-1.42643509554094,-1.05927574989056,17,-1355.45186255306,2747.87459889252,22.9705418171566,2.37139284117693e-06
6.08666456549302,-1.76532593904944,+,0.0648332518472643,1.18421710899784,,,+,0.0509925963097182,+,,,,-1.42644775879751,-1.05927703699547,13,-1360.08549727338,2747.90432788009,23.000270804725,2.33640397714463e-06
7.87684482828149,-1.76530676428817,+,,1.12330950574954,,+,+,,+,,-0.106241486679135,+,-1.4264366001518,-1.05927872047435,17,-1355.4798634929,2747.9306007722,23.0265436968425,2.3059126446794e-06
6.24634355655123,-1.76534345592915,+,,1.22023690440053,0.205633003109337,,,,+,,0.0518324669543223,+,-1.42645103888327,-1.05928403124283,15,-1357.81413507031,2747.93596244831,23.0319053729463,2.29973914509084e-06
5.83453871796822,-1.76536712330835,+,,1.21478334125379,0.125921259425383,,+,0.116341558816218,,-0.0653369144438317,0.150872041857391,,-1.42647446929622,-1.05929693107845,12,-1361.24078787723,2747.96024874025,23.056191664888,2.27198194788538e-06
6.10361060763966,-1.76533708631914,+,0.0650249927335969,1.17713038809302,,,+,,+,,-0.0370046771448299,,-1.42643305987026,-1.05927884085454,13,-1360.11623057488,2747.9657944831,23.0617374077337,2.2656907604268e-06
6.71748070806817,-1.76530457256479,+,,1.4519638692155,0.139063864369903,,+,0.947277533213675,+,-0.179395582681069,-0.0558519979168882,+,-1.42643598004691,-1.05928761969713,18,-1354.32806762068,2747.99272060722,23.0886635318557,2.23539203953384e-06
6.10076947006214,-1.76533658755039,+,,1.17987469508461,,,+,0.0487336758731482,+,,-0.00214342542129307,,-1.42643154944609,-1.05929976432623,13,-1360.15426897865,2748.04187129063,23.1378142152635,2.18112605006011e-06
7.69244144419391,-1.76531854175139,+,,,,+,,,,,,,-1.42644024630733,-1.05928332285435,8,-1365.68764918644,2748.04506581474,23.1410087393811,2.17764500098879e-06
6.6366437276368,-1.76530618885747,+,0.0904939280050771,1.47800739443647,0.233007445510135,,+,0.94050478296164,+,,-0.0028158634905699,+,-1.42643277810788,-1.05929313468232,18,-1354.38210679304,2748.10079895193,23.1967418765648,2.11779922806574e-06
6.27716392953917,-1.765347286131,+,,1.2783435049602,0.000632700927337028,,+,,,-0.206124049638998,-0.053478016093526,+,-1.42644813044813,-1.0593139173991,14,-1359.06482897816,2748.13922733431,23.2351702589467,2.07749586697899e-06
7.85079303945938,-1.76530241158072,+,,1.13285507671039,0.0125027545666923,+,+,,+,,,+,-1.42640855469074,-1.05928578120193,17,-1355.58618069909,2748.14323518459,23.2391781092269,2.07333688931438e-06
5.95556485514538,-1.76532692841597,+,0.090933608844833,1.11321028355796,,,,0.0344520314319859,+,-0.14107793759006,,,-1.42644866482306,-1.05929225805362,13,-1360.20538554061,2748.14410441456,23.2400473391958,2.07243598182262e-06
6.29089180126557,-1.7653074540291,+,0.0865409685302965,1.20487124199843,,,,,+,-0.220608442355619,,+,-1.4264246751676,-1.05928529234447,15,-1357.92805697817,2748.16380626402,23.2597491886613,2.05212079691406e-06
5.95514982892843,-1.76531528627277,+,0.0900841567346694,1.12016600199176,,,,,+,-0.151535567645972,0.0144791831012618,,-1.42644656290615,-1.05928998783236,13,-1360.22503636207,2748.18340605747,23.2793489821106,2.0321084446922e-06
7.65470729444836,-1.76532311032364,+,0.159484429556095,1.04652349993392,,+,,,+,-0.185147180200618,,+,-1.42645271937648,-1.05928682689153,17,-1355.62217792007,2748.21522962656,23.3111725511949,2.00002986350493e-06
7.28906332812373,-1.76530316993811,+,,0.981822430126573,0.0581205892344928,+,,,+,-0.0780943294615043,0.0339802978509214,,-1.42643990647789,-1.05926334904804,15,-1357.95988787808,2748.22746806386,23.3234109884929,1.98782861259942e-06
5.98240933858044,-1.76530191219371,+,0.0724766790012153,1.16766725471045,,,,0.0846836771365789,+,,0.061426673589075,,-1.42644127131704,-1.05928641641916,13,-1360.27198229233,2748.27729791799,23.3732408426272,1.93891389135691e-06
5.97231634980706,-1.76532337070905,+,,1.13870309377133,,,,0.0707975492592342,+,-0.105058624465848,0.0583275083599164,,-1.42647654462572,-1.05926654587695,13,-1360.28323239725,2748.29979812782,23.3957410524608,1.91722314700266e-06
6.78617375459565,-1.76533546504134,+,0.0462071586188979,1.45483491188162,,,+,0.909573617402986,+,-0.261630118786695,-0.116578290974936,+,-1.4264472315114,-1.05930558074767,18,-1354.49307145253,2748.32272827092,23.418671195559,1.89536757370769e-06
7.5484303917633,-1.76532977154162,+,0.163456992667368,1.06866542936288,0.111258560428676,+,,,+,,,+,-1.42645985602123,-1.05929955324597,17,-1355.71225859504,2748.39539097649,23.491333901125,1.82774220474436e-06
6.3176645273074,-1.76529112887554,+,,1.2034845364863,,,,,+,-0.188181514685865,0.00271075917164028,+,-1.42642251875329,-1.05928018307906,15,-1358.04424436802,2748.39618104373,23.4921239683672,1.82702032771504e-06
7.79289876004757,-1.7652924885809,+,,1.13179682888283,-0.157228755848682,+,+,,,-0.208187386256452,-0.0852944149054884,+,-1.42643386047273,-1.05926469831125,16,-1356.89179998063,2748.41161928493,23.5075622095715,1.81297162901999e-06
7.72280613872517,-1.76530469261135,+,0.136761953192388,1.08193414026051,,+,,,+,,0.0342049971406692,+,-1.4264370218365,-1.05928279677583,17,-1355.80648035035,2748.5838344871,23.6797774117354,1.66339331560435e-06
6.51299020406417,-1.76534293621061,+,0.0470939467495915,1.41130649844088,,,,0.836616628513794,+,-0.191636374476441,0.0956524835981146,+,-1.42648538776247,-1.05930793995762,17,-1355.80891402087,2748.58870182815,23.6846447527846,1.65935008626093e-06
7.61114753044771,-1.76531907902085,+,0.157752229685571,0.999577413468187,,+,+,0.120023500470129,+,-0.0979782596411674,,,-1.42641734723923,-1.05928822523571,16,-1357.00554817769,2748.63911567906,23.7350586036964,1.61804573716027e-06
7.64672559182463,-1.76533297344816,+,0.14965903314565,1.03469982292588,,+,+,0.172553992057957,+,,0.0671984285116553,,-1.426417324704,-1.0592850325291,16,-1357.01015851369,2748.64833635105,23.744279275687,1.61060317220158e-06
7.49195070114266,-1.76532153339975,+,0.175467725159329,1.03517699091944,0.0958013562033573,+,,0.192641283730671,+,,0.144423067774359,,-1.42644953653712,-1.05929193301172,16,-1357.01694927552,2748.66191787472,23.7578607993532,1.59970300177003e-06
7.61172483698809,-1.76529995323231,+,0.156101423501975,1.01947566888698,0.0328768582627971,+,+,0.123227240659709,+,,,,-1.42642439884245,-1.05927280974434,16,-1357.04742123964,2748.72286180294,23.8188047275812,1.55169211722959e-06
6.32876538180623,-1.76531207417204,+,0.0572213937821764,1.23947564117079,,,,,+,,0.0141967987138245,+,-1.42644101648118,-1.05929485170467,15,-1358.22893495257,2748.76556221283,23.8615051374654,1.51891432390791e-06
7.54447680204762,-1.76531865539169,+,0.163531940154083,1.00600555049845,,+,,0.189673259404859,+,-0.0605080832055188,0.110282508319896,,-1.42644899804678,-1.05928637360249,16,-1357.10781285929,2748.84364504226,23.9395879668946,1.46075643008765e-06
7.83135648288627,-1.76531499637165,+,0.191947001405016,,,+,,,,,,,-1.42643805628822,-1.05928718907268,9,-1365.03491321992,2748.91094793517,24.0068908598078,1.412417757966e-06
7.62850945805736,-1.76530325207609,+,,1.06227843125975,,+,,,+,-0.128599659280288,0.0266940077241855,+,-1.42641940840505,-1.05929237438406,17,-1356.00237901415,2748.97563181471,24.0715747393501,1.36746822351094e-06
7.58336928128486,-1.7653071676065,+,,1.05309026326708,0.0212748783892082,+,,,+,-0.12796984461356,,+,-1.42642159640083,-1.05927611191124,17,-1356.00834950508,2748.98757279657,24.0835157212082,1.35932809136008e-06
7.77195222609554,-1.76531919260305,+,,,,+,,0.165785456893005,,,,,-1.42644324930059,-1.05928220291803,9,-1365.09357313683,2749.02826776898,24.1242106936165,1.33194867752615e-06
6.33204869189783,-1.76531318495079,+,0.119202294435597,1.26726640017697,0.230193606893187,,+,,+,,,+,-1.42643997467153,-1.05929054111902,16,-1357.21579800717,2749.05961533802,24.1555582626579,1.31123475777905e-06
6.52895758101527,-1.76532707490637,+,,1.23776014228461,,,+,,+,-0.229122232727811,-0.175110400688625,+,-1.42644450057238,-1.05927784835838,16,-1357.21721739563,2749.06245411493,24.1583970395641,1.30937492652832e-06
7.47245988530411,-1.76531555182695,+,0.169115593003682,1.00525980438017,0.0646206357484492,+,+,,+,-0.130209099534732,,,-1.42642683041001,-1.05929807969565,16,-1357.24072060272,2749.1094605291,24.2054034537405,1.2789592495751e-06
5.80779505387011,-1.76530601278106,+,0.184284570323783,1.21078484628794,0.192231617903006,,+,0.102163944915573,,-0.101236209871282,0.16030279839425,,-1.4264173704102,-1.05928909438684,13,-1360.69216616161,2749.11766565656,24.2136085811999,1.27372298614255e-06
7.54343000716234,-1.765314239852,+,0.157614279654827,0.987546009768405,,+,+,,+,-0.14874746585425,-0.0510091868839214,,-1.42643355745745,-1.05928474397494,16,-1357.2473496907,2749.12271870507,24.2186616297122,1.27050895599469e-06
7.60224886897938,-1.76530031608829,+,,1.08338411878688,0.0534114903968877,+,,,+,,0.0465893348365171,+,-1.42643164117984,-1.05928212534999,17,-1356.07886179069,2749.12859736779,24.2245402924277,1.26677999219487e-06
7.44078225207279,-1.76531294084606,+,0.179261704596807,0.95680387278895,0.0424144981581478,+,,0.106224470863677,+,-0.0871326439550745,,,-1.42643591026603,-1.0592848327063,16,-1357.2652834119,2749.15858614747,24.2545290721073,1.24792709621275e-06
6.4052195137741,-1.76532705230668,+,,1.24688620167473,0.1407709830313,,+,,+,-0.153864380851999,,+,-1.42644733420552,-1.05926847753261,16,-1357.28417288014,2749.19636508395,24.2923080085852,1.22457565941149e-06
6.04444081665373,-1.76530973574754,+,0.116792065053269,1.15580739918697,0.160775236456753,,+,,+,-0.113995598658123,,,-1.42645344330558,-1.05931081191756,14,-1359.61260550593,2749.23478038984,24.3307233144828,1.20127888951447e-06
5.96784232014852,-1.76531100310352,+,0.122472445398008,1.19251512845704,0.227399028348329,,,0.0852099861197129,+,,0.133829018529204,,-1.42643826660601,-1.05929022134849,14,-1359.62230985038,2749.25418907874,24.350132003382,1.18967764765888e-06
6.16648267279386,-1.76532420597075,+,0.197194489699617,1.27037942482787,0.115780501948847,,+,,,-0.242033015432471,-0.0267901612913899,+,-1.42642886854985,-1.05930846007922,15,-1358.49016596585,2749.2880242394,24.3839671640367,1.16972047005254e-06
7.51253864697578,-1.76533648582441,+,0.157283269404971,1.02625655875703,0.0687324143919836,+,+,,+,,-0.0188150122962699,,-1.42644416971516,-1.05928897338091,16,-1357.33782198488,2749.30366329343,24.3996062180663,1.16060947748768e-06
6.03837114648989,-1.76532287734245,+,0.114026845361191,1.18810438976918,0.203175171390853,,+,,+,,0.0494345548843891,,-1.42644980159949,-1.05929015072431,14,-1359.65705791734,2749.32368521267,24.4196281373111,1.14904862702633e-06
7.61537708549749,-1.76530967987148,+,,,,+,,,,-0.200389047324905,,,-1.42643614417322,-1.05928303307677,9,-1365.25069486149,2749.34251121832,24.4384541429549,1.1382833752179e-06
6.44020799030547,-1.76531751197702,+,,1.25464025554106,0.148182393145045,,+,,+,,-0.0913183607785549,+,-1.42643149690328,-1.05930741460373,16,-1357.3594793226,2749.34697796888,24.4429208935139,1.13574399801328e-06
7.56272511883327,-1.76531896024257,+,,1.02490091964498,,+,+,0.157802825323026,+,-0.0423003657268856,0.0617509880743042,,-1.42644684122,-1.05928431664603,16,-1357.36149517139,2749.35100966645,24.4469525910863,1.1334568159346e-06
7.55466001688299,-1.76530508182714,+,,1.03710394706933,0.0218693142522095,+,+,0.167576527000192,+,,0.0787026349586724,,-1.42644143251069,-1.05929731915311,16,-1357.36664607434,2749.36131147235,24.4572543969862,1.12763350041956e-06
5.95192815147998,-1.76527070019066,+,0.131478793313553,1.15741987493674,0.214766719467043,,,,+,-0.0913614330907979,0.0819009534549968,,-1.42639255586628,-1.05927047075438,14,-1359.68096965981,2749.37150869762,24.4674516222567,1.12189876602427e-06
6.06431015712501,-1.76533992337629,+,0.106859776896504,1.17663665463348,0.169983613237216,,+,0.0202502876492104,+,,,,-1.42641826797803,-1.05927808205569,14,-1359.6831770361,2749.37592345018,24.4718663748204,1.11942504451905e-06
6.46072971409563,-1.76531459636135,+,0.0797260346034694,1.26641522115139,,,+,,+,-0.234670601501838,,+,-1.4264398981977,-1.05929446267944,16,-1357.39601702439,2749.42005337244,24.5159962970797,1.09499548421843e-06
7.57018435531874,-1.76531629573401,+,,1.00640820841287,-0.0134507165318095,+,+,0.120839903449039,+,-0.0635868583519264,,,-1.42643786888965,-1.05929019493004,16,-1357.39949028328,2749.42699989024,24.5229428148778,1.09119887852244e-06
7.67937529057168,-1.76531966238772,+,0.209892884187005,1.11381483171064,-0.0330835892258358,+,+,,,-0.247372611249367,-0.0573626987741335,+,-1.42642477365678,-1.05928303881129,17,-1356.24888848717,2749.46865076075,24.5645936853894,1.06870917862813e-06
6.3894830713042,-1.76531679387954,+,0.126396166928554,1.42042930842089,0.27822273811428,,,0.887702853974006,+,-0.100844924478571,0.160686041044852,+,-1.4264501672945,-1.05928705880019,18,-1355.06976699888,2749.47611936362,24.5720622882586,1.06472573872094e-06
6.16505330820412,-1.76531997824101,+,0.145405163385943,1.19240610662046,0.226869175588841,,,,+,-0.165302727224275,,+,-1.42643192934908,-1.05928115858873,16,-1357.43091322246,2749.48984576859,24.5857886932313,1.05744332929452e-06
7.33662387470249,-1.76530831296048,+,0.184008868537486,0.984204758547862,0.0984033614066448,+,,,+,-0.112974327705293,0.0355966296630648,,-1.42645065481846,-1.05928347437453,16,-1357.45501841962,2749.53805616291,24.6339990875476,1.03225821492644e-06
7.85451753936688,-1.76532086115306,+,0.14807747263105,1.11200846148665,,+,+,,+,-0.19702824254163,,+,-1.42643959554828,-1.05928618458072,18,-1355.10913251689,2749.55485039963,24.6507933242638,1.0236265119549e-06
7.74955552982088,-1.76529966372326,+,0.241452028305158,,,+,,,,-0.31059315804819,,,-1.42642268178187,-1.05927872663826,10,-1364.26912528279,2749.57111441535,24.6670573399915,1.01533612753224e-06
6.04765703995605,-1.76531345534624,+,,1.18661676123487,0.172016004758032,,+,0.0675201628062421,+,,0.0843370444366478,,-1.42644231377421,-1.05927601220205,14,-1359.79617010917,2749.60190959634,24.6978525209765,9.99822143128518e-07
7.43553415015071,-1.76531618443138,+,,1.02731250625467,0.0533579849292262,+,,0.194824039602654,+,-0.00398552522561806,0.142126813929006,,-1.42643598144167,-1.05928495082721,16,-1357.49034264506,2749.60870461378,24.7046475384204,9.96431002653527e-07
6.0617536724192,-1.76532233956701,+,,1.15985078772633,0.147148940714493,,+,,+,-0.084360223448255,0.0271290440026869,,-1.42645211044208,-1.05928854696805,14,-1359.81052082897,2749.63061103593,24.7265539605723,9.85576438247228e-07
5.95185650414718,-1.76531293044571,+,0.126359892383018,1.11930853121655,0.169510202855226,,,0.0070528677042992,+,-0.101587920826368,,,-1.42644083205976,-1.05928206611052,14,-1359.81097357041,2749.63151651882,24.7274594434562,9.851303279434e-07
6.07513624737628,-1.76530863753786,+,,1.15373943233458,0.128551764537632,,+,0.0175432640325747,+,-0.0853636055268729,,,-1.42643169276948,-1.05928159707777,14,-1359.81473276255,2749.63903490309,24.734977827728,9.81433985744902e-07
5.97815494565122,-1.76532562290325,+,,1.17069248773676,0.186701993022189,,,0.0833883102915321,+,-0.0358562448338037,0.124894741787088,,-1.42642245963494,-1.05928278444624,14,-1359.8471895375,2749.70394845299,24.7998913776228,9.50091198082952e-07
6.18094536463342,-1.76532874647799,+,0.135190616815287,1.23083149308381,0.268128135885047,,,,+,,0.0596022568426468,+,-1.42644175395966,-1.05929023968233,16,-1357.539012662,2749.70604464767,24.8019875723039,9.49095931684082e-07
7.92632330286521,-1.76531772717158,+,0.205055030413925,,,+,,0.177066145692997,,,,,-1.42643536152029,-1.0592852830402,10,-1364.33909771988,2749.71105928953,24.8070022141651,9.46719224418498e-07
6.52594397386801,-1.76531283076786,+,0.0476068961735458,1.27572261795109,,,+,,+,,-0.14310665603701,+,-1.42644404241493,-1.05929363159635,16,-1357.54820569754,2749.72443071875,24.8203736433902,9.40410841388185e-07
7.90500889357885,-1.76533656540975,+,0.121234990784946,1.12362962455663,,+,+,,+,,-0.103945520674515,+,-1.4264408158731,-1.05928495788607,18,-1355.23195323806,2749.80049184197,24.8964347666065,9.05318018361476e-07
7.77838989743422,-1.76531209973186,+,0.1442822733853,1.12987572615217,0.0795066343491717,+,+,,+,,,+,-1.42643858857875,-1.05928960399707,18,-1355.28052639129,2749.89763814844,24.9935810730804,8.62394765321715e-07
6.07484006801151,-1.76529671944309,+,0.0821562913756569,1.14521541259883,,,+,,+,-0.159482475434375,-0.0391001881099904,,-1.42644965434257,-1.05928796162967,14,-1359.94659639875,2749.90276217549,24.9987051001285,8.60188126196518e-07
7.49175275433137,-1.76531295566435,+,,0.995180352276742,-0.00209895072931843,+,+,,+,-0.106284499266227,-0.0456961942706914,,-1.42643901254823,-1.05928559735261,16,-1357.63892010748,2749.90585953863,25.0018024632682,8.58856999710469e-07
7.82841497674624,-1.76531817887439,+,,1.09982005043868,,+,+,,+,-0.173136214646401,-0.134065020289948,+,-1.42645706807755,-1.05930272863464,18,-1355.28543801466,2749.90746139518,25.0034043198152,8.58169392255373e-07
6.05970031763623,-1.76530955589141,+,0.0799253089722175,1.15596853269438,,,+,0.0352338246731617,+,-0.146766467326402,,,-1.42644332994665,-1.0592794904733,14,-1359.94919800812,2749.90796539423,25.0039083188694,8.5795316122055e-07
7.65549271551068,-1.76531300727673,+,,,,+,,,,,-0.0734981902391628,,-1.42643629078203,-1.05928469282413,9,-1365.55713542866,2749.95539235265,25.0513352772841,8.37847437265187e-07
6.24132374233834,-1.76531009556113,+,,1.20118931003907,0.177481691964353,,,,+,-0.124376898784699,0.0372263336534159,+,-1.42644305465425,-1.05928791515046,16,-1357.72188527885,2750.07178988137,25.1677328060105,7.90477555751541e-07
6.66792564726471,-1.76531107061244,+,0.100764749728392,1.45669367452957,0.187105447041927,,+,0.942626399163451,+,-0.195869834780127,-0.0407635943980865,+,-1.42643227661716,-1.05928149023152,19,-1354.18231550994,2750.09012121596,25.1860641405947,7.8326540405577e-07
6.08815131977529,-1.76530489217585,+,,1.15072954227212,,,+,0.0247418904346605,+,-0.12661408122198,-0.0194859323224333,,-1.42643813463554,-1.05928845030566,14,-1360.04656926313,2750.10270790425,25.1986508288896,7.78351523897026e-07
7.65006595820434,-1.76531697714977,+,,,,+,+,,,,,,-1.42644029661325,-1.05928652949876,9,-1365.6600718836,2750.16126526253,25.2572081871667,7.55892804545818e-07
6.08883285471519,-1.76530758408227,+,0.0649538737210088,1.18314381113996,,,+,0.0482835847614528,+,,-0.0047830546578344,,-1.42642314673961,-1.05927907798839,14,-1360.08523497182,2750.18003932162,25.2759822462608,7.48830415740579e-07
7.70319166676666,-1.76531886685551,+,,,-0.0105526432741425,+,,,,,,,-1.42644004295108,-1.05928590259872,9,-1365.68599451657,2750.21311052848,25.3090534531148,7.36549865920063e-07
7.85217383293353,-1.76529503389343,+,,1.11762175756127,-0.0152528950209015,+,+,,+,-0.149857784681951,,+,-1.42641821587949,-1.0592824640542,18,-1355.4496587226,2750.23590281105,25.3318457356882,7.28203687028012e-07
7.91071468188293,-1.76532168128215,+,,1.12400617255225,-0.0208850608949431,+,+,,+,,-0.112657533399972,+,-1.42643970605309,-1.05928758576117,18,-1355.47595394461,2750.28849325508,25.384436179721,7.09304971296832e-07
5.95709111644909,-1.76530264944365,+,0.0861565883916846,1.13621755666112,,,,0.0645390008170436,+,-0.130763098512925,0.0493405351668541,,-1.4264157803193,-1.05927758189557,14,-1360.16760216321,2750.34477370441,25.4407166290521,6.89623193641316e-07
7.53486947275583,-1.76531092489502,+,0.178656558357035,1.0471866047546,0.0891754487415119,+,,,+,-0.167423836786269,,+,-1.42644684583405,-1.05928914654963,18,-1355.5515354589,2750.43965628365,25.5355992082918,6.57670510923774e-07
6.29037434472772,-1.76532790514218,+,0.0866515083820944,1.20418741788327,,,,,+,-0.220880252375718,-0.00196686923829732,+,-1.42643790837966,-1.05929803630267,16,-1357.92800061824,2750.48402056015,25.5799634847845,6.43242585445636e-07
