"site","visit_date","visit_time","lname","sonde","sonde_loc","analyte_name","unit_name","rating","dirty_p","dirty_v","clean_p","clean_v","f_error","f_error_pct","post_lname","post_date","post_time","std1","rdg1","std2","rdg2","c_error1","c_error_pct1","c_error2","c_error_pct2","c_error_avg","c_error_pct_avg","total_error","total_error_pct","sonde_verif"
"SJR","2023-02-01","09:45","ALDRICH","RTM-108","main","Turbidity","FNU","Excellent","17.64","18.15","19.85","20.43",-0.07,"-0.397","SIGURDSON",NA,"10:52","0","0","124","123.51",0,"0",0.49,"0.79","0.245","0.395",0.315,"0.792","RTM-98"
"SJR","2023-03-01","09:30","ALDRICH","RTM-106","main","Water Temperature","C","Good","8.74","8.59","8.91","8.9",-0.14,"-1.602","ALDRICH",NA,"09:45","21.02","21.09",NA,NA,-0.07,"-0.333",NA,NA,NA,NA,0.21,"1.935","RTM-98"
"SJR","2023-03-01","09:30","ALDRICH","RTM-106","main","SpC","uS/cm","Excellent","266","267","266","267",0,"0","ALDRICH",NA,"09:45","1413","1415",NA,NA,-2,"-0.142",NA,NA,NA,NA,2,"0.142","RTM-98"
"SJR","2023-03-01","09:30","ALDRICH","RTM-106","main","Dissolved Oxygen","mg/L","Excellent","10.75","10.79","10.74","10.69",0.09,"0.837","ALDRICH",NA,"09:45","9.41","9.43",NA,NA,-0.02,"-0.213",NA,NA,NA,NA,0.11,"1.05","RTM-98"
"SJR","2023-03-01","09:30","ALDRICH","RTM-106","main","pH","pH Units","Excellent","7.57","7.47","7.54","7.42",0.02,"0.264","ALDRICH",NA,"09:45","7.02","7.17","10.05","10.12",-0.15,"-2.137",-0.07,"-1.393","0.11","-1.765",0.13,"2.029","RTM-98"
"SJR","2023-03-01","09:30","ALDRICH","RTM-106","main","Turbidity","FNU","Fair","22.19","20.75","26.49","27.98",-2.93,"-13.204","ALDRICH",NA,"09:45","0","0","124","124.45",0,"0",-0.45,"-0.726","0.225","-0.363",3.155,"13.567","RTM-98"
"SJR","2023-03-30","10:03","TRAN","RTM-105","main","Water Temperature","C","Good","11.15","11.26","11.19","11.2",0.1,"0.897","TRAN",NA,"15:10","21.03","20.92",NA,NA,0.11,"0.523",NA,NA,NA,NA,0.21,"1.42","RTM-98"
"SJR","2023-03-30","10:03","TRAN","RTM-105","main","SpC","uS/cm","Excellent","144","144","144","144",0,"0","TRAN",NA,"15:10","1413","1412",NA,NA,1,"0.071",NA,NA,NA,NA,1,"0.071","RTM-98"
"SJR","2023-03-30","10:03","TRAN","RTM-105","main","Dissolved Oxygen","mg/L","Excellent","9.24","9.19","9.32","9.4",-0.13,"-1.407","TRAN",NA,"15:10","9.29","9.26",NA,NA,0.03,"0.323",NA,NA,NA,NA,0.16,"1.73","RTM-98"
"SJR","2023-03-30","10:03","TRAN","RTM-105","main","pH","pH Units","Excellent","7.3","7.2","7.37","7.15",0.12,"1.644","TRAN",NA,"15:10","7.02","7.14","10.05","10.04",-0.12,"-1.709",0.01,"0.199","0.065","-0.755",0.185,"2.399","RTM-98"
"SJR","2023-03-30","10:03","TRAN","RTM-105","main","Turbidity","FNU","Good","53.64","51.03","54.76","56.94",-4.79,"-8.93","TRAN",NA,"15:10","0","0.07","124","124.1",-0.07,"-1",-0.1,"-0.161","0.085","-0.5805",4.875,"9.5105","RTM-98"
"SJR","2023-04-25","07:45","ALDRICH","RTM-106","main","Water Temperature","C","Excellent","16.78","16.64","16.8","16.75",-0.09,"-0.536","ALDRICH",NA,"08:25","21.76","21.86",NA,NA,-0.1,"-0.46",NA,NA,NA,NA,0.19,"0.996","RTM-98"
"SJR","2023-04-25","07:45","ALDRICH","RTM-106","main","SpC","uS/cm","Excellent","106","107","105","106",0,"0","ALDRICH",NA,"08:25","1413","1410",NA,NA,3,"0.212",NA,NA,NA,NA,3,"0.212","RTM-98"
"SJR","2023-04-25","07:45","ALDRICH","RTM-106","main","Dissolved Oxygen","mg/L","Excellent","8.7","8.75","8.72","8.75",0.02,"0.23","ALDRICH",NA,"08:25","9.2","9.15",NA,NA,0.05,"0.543",NA,NA,NA,NA,0.07,"0.773","RTM-98"
"SJR","2023-04-25","07:45","ALDRICH","RTM-106","main","pH","pH Units","Excellent","7.31","6.97","7.32","7.09",-0.11,"-1.505","ALDRICH",NA,"08:25","7.02","7.17","10.04","10.03",-0.15,"-2.137",0.01,"0.199","0.08","-0.969",0.19,"2.474","RTM-98"
"SJR","2023-04-25","07:45","ALDRICH","RTM-106","main","Turbidity","FNU","Fair","16.83","16.11","11.61","12.63",-1.74,"-10.339","ALDRICH",NA,"08:25","0","-0.07","124","121.8",0.07,"-1",2.2,"3.548","1.135","1.274",2.875,"11.613","RTM-98"
"SJR","2023-05-23","07:40","ALDRICH","RTM-108","main","Water Temperature","C","Excellent","19.36","19.36","19.17","19.23",-0.06,"-0.31","SIGURDSON",NA,"10:45","21.35","21.36",NA,NA,-0.01,"-0.047",NA,NA,NA,NA,0.07,"0.357","RTM-98"
"SJR","2023-05-23","07:40","ALDRICH","RTM-108","main","SpC","uS/cm","Excellent","81","80","80","80",-1,"-1.235","SIGURDSON",NA,"10:45","1413","1417",NA,NA,-4,"-0.283",NA,NA,NA,NA,5,"1.518","RTM-98"
"SJR","2023-05-23","07:40","ALDRICH","RTM-108","main","Dissolved Oxygen","mg/L","Excellent","7.96","8.07","8.24","8.31",0.04,"0.503","SIGURDSON",NA,"10:45","9.19","9.29",NA,NA,-0.1,"-1.088",NA,NA,NA,NA,0.14,"1.591","RTM-98"
"SJR","2023-05-23","07:40","ALDRICH","RTM-108","main","pH","pH Units","Excellent","7.11","6.91","7.23","7.01",0.02,"0.281","SIGURDSON",NA,"10:45","7.02","7.03","10.05","10.03",-0.01,"-0.142",0.02,"0.398","0.015","0.128",0.035,"0.409","RTM-98"
"SJR","2023-05-23","07:40","ALDRICH","RTM-108","main","Turbidity","FNU","Fair","15.4","14.27","7.33","8.15",-1.95,"-12.662","SIGURDSON",NA,"10:45","0","0.02","124","122.86",-0.02,"-1",1.14,"1.839","0.58","0.4195",2.53,"13.0815","RTM-98"
"SJR","2023-06-20","08:05","ALDRICH","RTM-105","main","Water Temperature","C","Fair","19.36","19.33","19.63","19.01",0.59,"3.048","ALDRICH",NA,"09:45","22.02","22",NA,NA,0.02,"0.091",NA,NA,NA,NA,0.61,"3.139","RTM-98"
"SJR","2023-06-20","08:05","ALDRICH","RTM-105","main","SpC","uS/cm","Excellent","86","87","86","87",0,"0","ALDRICH",NA,"09:45","1413","1411",NA,NA,2,"0.142",NA,NA,NA,NA,2,"0.142","RTM-98"
"SJR","2023-06-20","08:05","ALDRICH","RTM-105","main","Dissolved Oxygen","mg/L","Excellent","7.9","8.05","7.88","7.94",0.09,"1.139","ALDRICH",NA,"09:45","9.15","9.06",NA,NA,0.09,"0.984",NA,NA,NA,NA,0.18,"2.123","RTM-98"
"SJR","2023-06-20","08:05","ALDRICH","RTM-105","main","pH","pH Units","Excellent","7.14","7.16","7.1","7.18",-0.06,"-0.84","ALDRICH",NA,"09:45","7.02","7.1","10.04","10.09",-0.08,"-1.14",-0.05,"-0.996","0.065","-1.068",0.125,"1.908","RTM-98"
"SJR","2023-06-20","08:05","ALDRICH","RTM-105","main","Turbidity","FNU","Poor","21.75","18.47","13.85","16.17",-5.6,"-25.747","ALDRICH",NA,"09:45","0","-0.15","124","122.87",0.15,"-1",1.13,"1.823","0.64","0.4115",6.24,"26.1585","RTM-98"
"SJR","2023-07-25","07:45","ALDRICH","RTM-106","main","Water Temperature","C","Excellent","23.74","23.7","23.6","23.64",-0.08,"-0.337","SIGURDSON",NA,"10:00","21.74","21.81",NA,NA,-0.07,"-0.322",NA,NA,NA,NA,0.15,"0.659","RTM-98"
"SJR","2023-07-25","07:45","ALDRICH","RTM-106","main","SpC","uS/cm","Excellent","154","155","151","153",-1,"-0.649","SIGURDSON",NA,"10:00","1413","1410",NA,NA,3,"0.212",NA,NA,NA,NA,4,"0.861","RTM-98"
"SJR","2023-07-25","07:45","ALDRICH","RTM-106","main","Dissolved Oxygen","mg/L","Good","6.3","6.92","7.5","7.63",0.49,"7.778","SIGURDSON",NA,"10:00","9.25","9.07",NA,NA,0.18,"1.946",NA,NA,NA,NA,0.67,"9.724","RTM-98"
"SJR","2023-07-25","07:45","ALDRICH","RTM-106","main","pH","pH Units","Excellent","7.29","7.24","7.39","7.3",0.04,"0.549","SIGURDSON",NA,"10:00","7.02","7.11","10.05","10",-0.09,"-1.282",0.05,"0.995","0.07","-0.1435",0.11,"0.6925","RTM-98"
"SJR","2023-07-25","07:45","ALDRICH","RTM-106","main","Turbidity","FNU","Good","73.5","75.83","17.54","17.15",2.72,"3.701","SIGURDSON",NA,"10:00","0","0","124","122.12",0,"0",1.88,"3.032","0.94","1.516",3.66,"5.217","RTM-98"
"SJR","2023-09-19","07:45","ALDRICH","RTM-106","main","Water Temperature","C","Good","21.45","21.35","21.38","21.46",-0.18,"-0.839","SIGURDSON",NA,"10:30","20.86","20.9",NA,NA,-0.04,"-0.192",NA,NA,NA,NA,0.22,"1.031","RTM-98"
"SJR","2023-09-19","07:45","ALDRICH","RTM-106","main","SpC","uS/cm","Excellent","342","346","343","345",2,"0.585","SIGURDSON",NA,"10:30","1000","995",NA,NA,5,"0.5",NA,NA,NA,NA,7,"1.085","RTM-98"
"SJR","2023-09-19","07:45","ALDRICH","RTM-106","main","Dissolved Oxygen","mg/L","Excellent","7.77","8","8.07","8.09",0.21,"2.703","SIGURDSON",NA,"10:30","9.18","9.2",NA,NA,-0.02,"-0.218",NA,NA,NA,NA,0.23,"2.921","RTM-98"
"SJR","2023-09-19","07:45","ALDRICH","RTM-106","main","pH","pH Units","Excellent","7.55","7.5","7.61","7.53",0.03,"0.397","SIGURDSON",NA,"10:30","7.02","7.06","10.05","10.01",-0.04,"-0.57",0.04,"0.796","0.04","0.113",0.07,"0.51","RTM-98"
"SJR","2023-09-19","07:45","ALDRICH","RTM-106","main","Turbidity","FNU","MAL","18.52","18.34","13.51","18.8",-5.47,"-29.536","SIGURDSON",NA,"10:30","0","0.05","124","122.22",-0.05,"-1",1.78,"2.871","0.915","0.9355",6.385,"30.4715","RTM-98"
"SJR","2023-10-18","08:10","ALDRICH","RTM-105","main","Water Temperature","C","Excellent","17.72","17.79","18.03","18.13",-0.03,"-0.169","SIGURDSON",NA,"10:58","21.08","21.03",NA,NA,0.05,"0.237",NA,NA,NA,NA,0.08,"0.406","RTM-98"
"SJR","2023-10-18","08:10","ALDRICH","RTM-105","main","SpC","uS/cm","Excellent","244","245","245","246",0,"0","SIGURDSON",NA,"10:58","1000","986",NA,NA,14,"1.4",NA,NA,NA,NA,14,"1.4","RTM-98"
"SJR","2023-10-18","08:10","ALDRICH","RTM-105","main","Dissolved Oxygen","mg/L","Good","7.63","8.37","8.22","8.43",0.53,"6.946","SIGURDSON",NA,"10:58","9.23","9.14",NA,NA,0.09,"0.975",NA,NA,NA,NA,0.62,"7.921","RTM-98"
"SJR","2023-10-18","08:10","ALDRICH","RTM-105","main","pH","pH Units","Excellent","7.35","7.16","7.49","7.24",0.06,"0.816","SIGURDSON",NA,"10:58","7.02","7.22","10.04","10.03",-0.2,"-2.849",0.01,"0.199","0.105","-1.325",0.165,"2.141","RTM-98"
"SJR","2023-10-18","08:10","ALDRICH","RTM-105","main","Turbidity","FNU","MAL","43.51","18.82","12.22","13.34",-25.81,"-59.32","SIGURDSON",NA,"10:58","0","0.19","124","123.15",-0.19,"-1",0.85,"1.371","0.52","0.1855",26.33,"59.5055","RTM-98"
"SJR","2023-11-14","09:05","ALDRICH","RTM-106","main","Water Temperature","C","Good","13.73","13.65","13.67","13.69",-0.1,"-0.728","ALDRICH",NA,"09:50","21.21","21.35",NA,NA,-0.14,"-0.66",NA,NA,NA,NA,0.24,"1.388","RTM-98"
"SJR","2023-11-14","09:05","ALDRICH","RTM-106","main","SpC","uS/cm","Excellent","597","599","596","597",1,"0.168","ALDRICH",NA,"09:50","1000","1002",NA,NA,-2,"-0.2",NA,NA,NA,NA,3,"0.368","RTM-98"
"SJR","2023-11-14","09:05","ALDRICH","RTM-106","main","Dissolved Oxygen","mg/L","Excellent","9.5","9.62","9.66","9.61",0.17,"1.789","ALDRICH",NA,"09:50","9.21","9.17",NA,NA,0.04,"0.434",NA,NA,NA,NA,0.21,"2.223","RTM-98"
"SJR","2023-11-14","09:05","ALDRICH","RTM-106","main","pH","pH Units","Excellent","7.76","7.48","7.76","7.53",-0.05,"-0.644","ALDRICH",NA,"09:50","7.02","7.05","10.05","10.1",-0.03,"-0.427",-0.05,"-0.995","0.04","-0.711",0.09,"1.355","RTM-98"
"SJR","2023-11-14","09:05","ALDRICH","RTM-106","main","Turbidity","FNU","Excellent","14.19","16.63","9.81","11.71",0.54,"3.805","ALDRICH",NA,"09:50","0","-0.03","124","123.4",0.03,"-1",0.6,"0.968","0.315","-0.016",0.855,"3.821","RTM-98"
"SJR","2023-12-21","09:00","ALDRICH","RTM-108","main","Water Temperature","C","Good","12.31","12.34","12.38","12.22",0.19,"1.543","SIGURDSON",NA,"12:39","20.8","20.9",NA,NA,-0.1,"-0.481",NA,NA,NA,NA,0.29,"2.024","RTM-98"
"SJR","2023-12-21","09:00","ALDRICH","RTM-108","main","SpC","uS/cm","Excellent","714","716","714","714",2,"0.28","SIGURDSON",NA,"12:39","1000","1000",NA,NA,0,"0",NA,NA,NA,NA,2,"0.28","RTM-98"
"SJR","2023-12-21","09:00","ALDRICH","RTM-108","main","Dissolved Oxygen","mg/L","Excellent","9.53","9.65","9.88","9.7",0.3,"3.148","SIGURDSON",NA,"12:39","9.25","9.18",NA,NA,0.07,"0.757",NA,NA,NA,NA,0.37,"3.905","RTM-98"
"SJR","2023-12-21","09:00","ALDRICH","RTM-108","main","pH","pH Units","Good","7.75","7.39","7.68","7.41",-0.09,"-1.161","SIGURDSON",NA,"12:39","7.02","7.09","10.04","10.23",-0.07,"-0.997",-0.19,"-3.785","0.13","-2.391",0.22,"3.552","RTM-98"
"SJR","2023-12-21","09:00","ALDRICH","RTM-108","main","Turbidity","FNU","Poor","22.13","26.74","13.24","12.11",5.74,"25.938","SIGURDSON",NA,"12:39","0","0.06","124","123.78",-0.06,"-1",0.22,"0.355","0.14","-0.3225",5.88,"26.2605","RTM-98"
"SJR","2024-01-18","09:00","ALDRICH","RTM-105","main","Water Temperature","C","Excellent","11.33","11.29","11.05","11.09",-0.08,"-0.706","ALDRICH","2024-01-19","09:05","21.14","21.21",NA,NA,-0.07,"-0.331",NA,NA,NA,NA,0.15,"1.037","RTM-98"
"SJR","2024-01-18","09:00","ALDRICH","RTM-105","main","SpC","uS/cm","Excellent","541","543","543","545",0,"0","ALDRICH","2024-01-19","09:05","1000","1000",NA,NA,0,"0",NA,NA,NA,NA,0,"0","RTM-98"
"SJR","2024-01-18","09:00","ALDRICH","RTM-105","main","Dissolved Oxygen","mg/L","Excellent","10.16","10.28","10.28","10.29",0.11,"1.083","ALDRICH","2024-01-19","09:05","9.19","9.16",NA,NA,0.03,"0.326",NA,NA,NA,NA,0.14,"1.409","RTM-98"
"SJR","2024-01-18","09:00","ALDRICH","RTM-105","main","pH","pH Units","Good","7.69","7.37","7.68","7.53",-0.17,"-2.211","ALDRICH","2024-01-19","09:05","7.02","7.06","10.05","10.01",-0.04,"-0.57",0.04,"0.796","0.04","0.113",0.21,"2.324","RTM-98"
"SJR","2024-01-18","09:00","ALDRICH","RTM-105","main","Turbidity","FNU","Excellent","11.87","12.74","8.76","10.18",-0.55,"-4.634","ALDRICH","2024-01-19","09:05","0","0.05","124","123.52",-0.05,"-1",0.48,"0.774","0.265","-0.113",0.815,"4.747","RTM-98"
"SRH","2023-01-24","10:05","TRAN","RTM-106","main","Water Temperature","C","Excellent","8.36","8.4","8.58","8.5",0.12,"1.435","SIGURDSON",NA,"13:32","20.58","20.54",NA,NA,0.04,"0.194",NA,NA,NA,NA,0.16,"1.629","RTM-98"
"SRH","2023-01-24","10:05","TRAN","RTM-106","main","SpC","uS/cm","Excellent","148","148","147","147",0,"0","SIGURDSON",NA,"13:32","1413","1412",NA,NA,1,"0.071",NA,NA,NA,NA,1,"0.071","RTM-98"
"SRH","2023-01-24","10:05","TRAN","RTM-106","main","Dissolved Oxygen","mg/L","Good","11.17","11.02","11.17","11.98",-0.96,"-8.594","SIGURDSON",NA,"13:32","9.41","9.53",NA,NA,-0.12,"-1.275",NA,NA,NA,NA,1.08,"9.869","RTM-98"
"SRH","2023-01-24","10:05","TRAN","RTM-106","main","pH","pH Units","Excellent","7.55","7.42","7.52","7.41",-0.02,"-0.265","SIGURDSON",NA,"13:32","7.02","6.99","10.05","10.1",0.03,"0.427",-0.05,"-0.995","0.04","-0.284",0.06,"0.549","RTM-98"
"SRH","2023-01-24","10:05","TRAN","RTM-106","main","Turbidity","FNU","Good","60.4","62.67","68.28","74.28",-3.73,"-6.175","SIGURDSON",NA,"13:32","0","0.11","124","121.74",-0.11,"-1",2.26,"3.645","1.185","1.3225",4.915,"7.4975","RTM-98"
"SRH","2023-02-23","11:25","TRAN","RTM-105","main","Water Temperature","C","Excellent","8.87","8.97","8.77","8.96",-0.09,"-1.015","SIGURDSON",NA,"15:20","20.98","20.95",NA,NA,0.03,"0.143",NA,NA,NA,NA,0.12,"1.158","RTM-98"
"SRH","2023-02-23","11:25","TRAN","RTM-105","main","SpC","uS/cm","Excellent","167","167","167","167",0,"0","SIGURDSON",NA,"15:20","1413","1407",NA,NA,6,"0.425",NA,NA,NA,NA,6,"0.425","RTM-98"
"SRH","2023-02-23","11:25","TRAN","RTM-105","main","Dissolved Oxygen","mg/L","Excellent","11.1","11","11.19","11.01",0.08,"0.721","SIGURDSON",NA,"15:20","9.38","9.46",NA,NA,-0.08,"-0.853",NA,NA,NA,NA,0.16,"1.574","RTM-98"
"SRH","2023-02-23","11:25","TRAN","RTM-105","main","pH","pH Units","Good","7.89","7.6","7.78","7.61",-0.12,"-1.521","SIGURDSON",NA,"15:20","7.02","7.2","10.05","10.1",-0.18,"-2.564",-0.05,"-0.995","0.115","-1.7795",0.235,"3.3005","RTM-98"
"SRH","2023-02-23","11:25","TRAN","RTM-105","main","Turbidity","FNU","Poor","9.57","12.62","10.88","11.73",2.2,"22.989","SIGURDSON",NA,"15:20","0","0.1","124","122.3",-0.1,"-1",1.7,"2.742","0.9","0.871",3.1,"23.86","RTM-98"
"SRH","2023-04-04","11:40","TRAN","RTM-108","main","Water Temperature","C","Excellent","11.97","12","13.11","13.1",0.04,"0.334","TRAN","2023-04-04","13:40","21.12","21.23",NA,NA,-0.11,"-0.521",NA,NA,NA,NA,0.15,"0.855","RTM-98"
"SRH","2023-04-04","11:40","TRAN","RTM-108","main","SpC","uS/cm","Excellent","140","139","140","140",-1,"-0.714","TRAN","2023-04-04","13:40","1413","1416",NA,NA,-3,"-0.212",NA,NA,NA,NA,4,"0.926","RTM-98"
"SRH","2023-04-04","11:40","TRAN","RTM-108","main","Dissolved Oxygen","mg/L","Excellent","10.87","10.85","10.79","10.77",0,"0","TRAN","2023-04-04","13:40","9.37","9.38",NA,NA,-0.01,"-0.107",NA,NA,NA,NA,0.01,"0.107","RTM-98"
"SRH","2023-04-04","11:40","TRAN","RTM-108","main","pH","pH Units","Good","7.74","7.48","7.8","7.38",0.16,"2.067","TRAN","2023-04-04","13:40","7.02","7.27","10.04","10.24",-0.25,"-3.561",-0.2,"-3.984","0.225","-3.7725",0.385,"5.8395","RTM-98"
"SRH","2023-04-04","11:40","TRAN","RTM-108","main","Turbidity","FNU","MAL","18.34","15.86","24.54","30.43",-8.37,"-45.638","TRAN","2023-04-04","13:40","0","0.22","124","123.6",-0.22,"-1",0.4,"0.645","0.31","-0.1775",8.68,"45.8155","RTM-98"
"SRH","2023-05-11","10:30","TRAN","RTM-105","main","Water Temperature","C","Good","14.61","14.82","15.15","15.16",0.2,"1.369","SIGURDSON",NA,"14:43","20.63","20.58",NA,NA,0.05,"0.242",NA,NA,NA,NA,0.25,"1.611","RTM-81"
"SRH","2023-05-11","10:30","TRAN","RTM-105","main","SpC","uS/cm","Excellent","116","116","116","116",0,"0","SIGURDSON",NA,"14:43","1413","1412",NA,NA,1,"0.071",NA,NA,NA,NA,1,"0.071","RTM-81"
"SRH","2023-05-11","10:30","TRAN","RTM-105","main","Dissolved Oxygen","mg/L","Excellent","10.25","10.13","10.22","10.1",0,"0","SIGURDSON",NA,"14:43","9.27","9.39",NA,NA,-0.12,"-1.294",NA,NA,NA,NA,0.12,"1.294","RTM-81"
"SRH","2023-05-11","10:30","TRAN","RTM-105","main","pH","pH Units","Excellent","7.57","7.5","7.69","7.54",0.08,"1.057","SIGURDSON",NA,"14:43","7.02","6.95","10.04","9.99",0.07,"0.997",0.05,"0.996","0.06","0.9965",0.14,"2.0535","RTM-81"
"SRH","2023-05-11","10:30","TRAN","RTM-105","main","Turbidity","FNU","MAL","15.77","18.66","14.06","22.57",-5.62,"-35.637","SIGURDSON",NA,"14:43","0","0.05","124","123.61",-0.05,"-1",0.39,"0.629","0.22","-0.1855",5.84,"35.8225","RTM-81"
"SRH","2023-07-05","14:40","TRAN","RTM-108","main","Water Temperature","C","Excellent","22.29","22.29","22.26","22.35",-0.09,"-0.404","SIGURDSON",NA,"13:00","21.53","21.55",NA,NA,-0.02,"-0.093",NA,NA,NA,NA,0.11,"0.497","RTM-98"
"SRH","2023-07-05","14:40","TRAN","RTM-108","main","SpC","uS/cm","Excellent","132","131","132","131",0,"0","SIGURDSON",NA,"13:00","1413","1425",NA,NA,-12,"-0.849",NA,NA,NA,NA,12,"0.849","RTM-98"
"SRH","2023-07-05","14:40","TRAN","RTM-108","main","Dissolved Oxygen","mg/L","Excellent","8.83","8.8","8.83","8.8",0,"0","SIGURDSON",NA,"13:00","9.16","9.28",NA,NA,-0.12,"-1.31",NA,NA,NA,NA,0.12,"1.31","RTM-98"
"SRH","2023-07-05","14:40","TRAN","RTM-108","main","pH","pH Units","Excellent","7.63","7.56","7.67","7.6",0,"0","SIGURDSON",NA,"13:00","7.02","7.05","10.04","10.08",-0.03,"-0.427",-0.04,"-0.797","0.035","-0.612",0.035,"0.612","RTM-98"
"SRH","2023-07-05","14:40","TRAN","RTM-108","main","Turbidity","FNU","Fair","6.02","6.79","7.25","8.88",-0.86,"-14.286","SIGURDSON",NA,"13:00","0","0","124","123.4",0,"0",0.6,"0.968","0.3","0.484",1.16,"14.77","RTM-98"
"SRH","2023-08-25","09:27","TRAN","RTM-105","main","Water Temperature","C","Excellent","21.38","21.48","21.18","21.28",0,"0","TRAN",NA,"11:45","21.36","21.31",NA,NA,0.05,"0.234",NA,NA,NA,NA,0.05,"0.234","RTM-98"
"SRH","2023-08-25","09:27","TRAN","RTM-105","main","SpC","uS/cm","Excellent","149","149","148","149",-1,"-0.671","TRAN",NA,"11:45","1000","998",NA,NA,2,"0.2",NA,NA,NA,NA,3,"0.871","RTM-98"
"SRH","2023-08-25","09:27","TRAN","RTM-105","main","Dissolved Oxygen","mg/L","Excellent","8","8.08","8.07","8.11",0.04,"0.5","TRAN",NA,"11:45","9.2","9.06",NA,NA,0.14,"1.522",NA,NA,NA,NA,0.18,"2.022","RTM-98"
"SRH","2023-08-25","09:27","TRAN","RTM-105","main","pH","pH Units","Excellent","7.56","7.59","7.52","7.58",0.03,"0.06","TRAN",NA,"11:45","7.02","7.07","10.04","10.05",-0.05,"-0.712",-0.01,"-0.199","0.03","-0.4555",1.06,"14.0795","RTM-98"
"SRH","2023-08-25","09:27","TRAN","RTM-105","main","Turbidity","FNU","Fair","10.98","14.55","17.71","22.42",-1.14,"-10.383","TRAN",NA,"11:45","0","0.18","124","121.7",-0.18,"-1",2.3,"3.71","1.24","1.355",2.38,"11.738","RTM-98"
"SRH","2023-12-14","11:23","TRAN","RTM-105","main","Water Temperature","C","Excellent","9.65","9.78","10.1","10.14",0.09,"0.933","SIGURDSON",NA,"15:30","20.38","20.42",NA,NA,-0.04,"-0.196",NA,NA,NA,NA,0.13,"1.129","RTM-98"
"SRH","2023-12-14","11:23","TRAN","RTM-105","main","SpC","uS/cm","Excellent","177","177","178","177",1,"0.565","SIGURDSON",NA,"15:30","1000","1000",NA,NA,0,"0",NA,NA,NA,NA,1,"0.565","RTM-98"
"SRH","2023-12-14","11:23","TRAN","RTM-105","main","Dissolved Oxygen","mg/L","Excellent","10.66","10.61","10.64","10.65",-0.06,"-0.563","SIGURDSON",NA,"15:30","9.47","9.63",NA,NA,-0.16,"-1.69",NA,NA,NA,NA,0.22,"2.253","RTM-98"
"SRH","2023-12-14","11:23","TRAN","RTM-105","main","pH","pH Units","Good","7.74","7.36","7.71","7.15",0.18,"2.326","SIGURDSON",NA,"15:30","7.02","7.15","10.05","10.18",-0.13,"-1.852",-0.13,"-2.587","0.13","-2.2195",0.31,"4.5455","RTM-98"
"SRH","2023-12-14","11:23","TRAN","RTM-105","main","Turbidity","FNU","Poor","5.97","7.78","14.55","18.05",-1.69,"-28.308","SIGURDSON",NA,"15:30","0","0.04","124","123.75",-0.04,"-1",0.25,"0.403","0.145","-0.2985",1.835,"28.6065","RTM-98"
"SRH","2024-01-22","10:50","TRAN","RTM-106","main","Water Temperature","C","Excellent","11.05","11.01","11.13","11.08",0.01,"0.09","TRAN",NA,"14:50","20.79","20.89",NA,NA,-0.1,"-0.481",NA,NA,NA,NA,0.11,"0.571","RTM-98"
"SRH","2024-01-22","10:50","TRAN","RTM-106","main","SpC","uS/cm","Excellent","185","186","185","186",0,"0","TRAN",NA,"14:50","1000","999",NA,NA,1,"0.1",NA,NA,NA,NA,1,"0.1","RTM-98"
"SRH","2024-01-22","10:50","TRAN","RTM-106","main","Dissolved Oxygen","mg/L","Excellent","10.17","10.25","10.25","10.19",0.14,"1.377","TRAN",NA,"14:50","9.15","9.07",NA,NA,0.08,"0.874",NA,NA,NA,NA,0.22,"2.251","RTM-98"
"SRH","2024-01-22","10:50","TRAN","RTM-106","main","pH","pH Units","Excellent","7.75","7.32","7.71","7.3",-0.02,"-0.258","TRAN",NA,"14:50","7.02","7.12","10.05","10.13",-0.1,"-1.425",-0.08,"-1.592","0.09","-1.5085",0.11,"1.7665","RTM-98"
"SRH","2024-01-22","10:50","TRAN","RTM-106","main","Turbidity","FNU","Fair","42.42","50.4","37.15","40.08",5.05,"11.905","TRAN",NA,"14:50","0","0.05","124","123.1",-0.05,"-1",0.9,"1.452","0.475","0.226",5.525,"12.131","RTM-98"
"SSI","2023-01-31","09:57","TRAN","RTM-114","main","Water Temperature","C","Excellent","8.28","8.3","8.29","8.24",0.07,"0.845","NELSON",NA,"16:30","20.55","20.61",NA,NA,-0.06,"-0.292",NA,NA,NA,NA,0.13,"1.137","RTM-70"
"SSI","2023-01-31","09:57","TRAN","RTM-114","main","SpC","uS/cm","Excellent","220","220","221","222",-1,"-0.455","NELSON",NA,"16:30","1413","1402",NA,NA,11,"0.778",NA,NA,NA,NA,12,"1.233","RTM-70"
"SSI","2023-01-31","09:57","TRAN","RTM-114","main","Dissolved Oxygen","mg/L","Excellent","10.97","10.95","11.14","11",0.12,"1.094","NELSON",NA,"16:30","9.47","9.55",NA,NA,-0.08,"-0.845",NA,NA,NA,NA,0.2,"1.939","RTM-70"
"SSI","2023-01-31","09:57","TRAN","RTM-114","main","pH","pH Units","Good","7.69","7.56","7.58","7.58",-0.13,"-1.691","NELSON",NA,"16:30","7.01","7.07","10.05","10.18",-0.06,"-0.856",-0.13,"-2.587","0.095","-1.7215",0.225,"3.4125","RTM-70"
"SSI","2023-01-31","09:57","TRAN","RTM-114","main","Turbidity","FNU","Excellent","41.64","41.17","57.32","57.39",-0.54,"-1.297","NELSON",NA,"16:30","0","0.42","124","123.52",-0.42,"-1",0.48,"0.774","0.45","-0.113",0.99,"1.41","RTM-70"
