"site","visit_date","visit_time","lname","sonde","sonde_loc","analyte_name","unit_name","rating","dirty_p","dirty_v","clean_p","clean_v","f_error","f_error_pct","post_lname","post_date","post_time","std1","rdg1","std2","rdg2","c_error1","c_error_pct1","c_error2","c_error_pct2","c_error_avg","c_error_pct_avg","total_error","total_error_pct","sonde_verif"
"PPT","2023-01-31","12:15","TRAN","RTM-59","main","Water Temperature","C","Excellent","9.16","9.16","9.6","9.6",0,"0","NELSON",NA,"16:45","21.31","21.29",NA,NA,0.02,"0.5",NA,NA,NA,NA,1.02,"4.786","RTM-70"
"PPT","2023-01-31","12:15","TRAN","RTM-59","main","SpC","uS/cm","Excellent","245","245","245","245",0,"0","NELSON",NA,"16:45","1413","1403",NA,NA,10,"0.708",NA,NA,NA,NA,10,"0.708","RTM-70"
"PPT","2023-01-31","12:15","TRAN","RTM-59","main","Dissolved Oxygen","mg/L","Excellent","9.78","9.9","10.21","10.21",0.12,"1.227","NELSON",NA,"16:45","9.47","9.46",NA,NA,0.01,"0.106",NA,NA,NA,NA,0.13,"1.333","RTM-70"
"PPT","2023-01-31","12:15","TRAN","RTM-59","main","pH","pH Units","Good","7.46","7.29","7.3","7.3",-0.17,"-2.279","NELSON",NA,"16:45","7.01","7.09","10.04","10.22",-0.08,"-1.141",-0.18,"-3.586","0.13","-2.3635",0.3,"4.6425","RTM-70"
"PPT","2023-01-31","12:15","TRAN","RTM-59","main","Turbidity","FNU","Fair","19.75","17.66","23.59","23.59",-2.09,"-10.582","NELSON",NA,"16:45","0","0.47","124","122.94",-0.47,"-1",1.06,"1.71","0.765","0.355",2.855,"10.937","RTM-70"
"PPT","2023-02-28","12:25","TRAN","RTM-103","main","Water Temperature","C","Excellent","8.78","8.67","8.82","8.71",0,"0","SIGURDSON",NA,"12:30","20.68","20.72",NA,NA,-0.04,"-0.193",NA,NA,NA,NA,0.04,"0.193","RTM-70"
"PPT","2023-02-28","12:25","TRAN","RTM-103","main","SpC","uS/cm","Excellent","245","246","246","247",0,"0","SIGURDSON",NA,"12:30","1413","1414",NA,NA,-1,"-0.071",NA,NA,NA,NA,1,"0.071","RTM-70"
"PPT","2023-02-28","12:25","TRAN","RTM-103","main","Dissolved Oxygen","mg/L","Excellent","10.99","11.09","11.04","11.07",0.07,"0.637","SIGURDSON",NA,"12:30","9.39","9.41",NA,NA,-0.02,"-0.213",NA,NA,NA,NA,0.09,"0.85","RTM-70"
"PPT","2023-02-28","12:25","TRAN","RTM-103","main","pH","pH Units","Excellent","7.77","7.56","7.7","7.63",-0.14,"-1.802","SIGURDSON",NA,"12:30","7.02","7.05","10.05","10.09",-0.03,"-0.427",-0.04,"-0.796","0.035","-0.6115",0.175,"2.4135","RTM-70"
"PPT","2023-02-28","12:25","TRAN","RTM-103","main","Turbidity","FNU","Good","8.73","11.07","13.04","14.71",0.67,"7.675","SIGURDSON",NA,"12:30","0","-0.12","124","124.1",0.12,"-1",-0.1,"-0.161","0.11","-0.5805",0.78,"8.2555","RTM-70"
"PPT","2023-04-11","12:05","NEUMAYR","RTM-83","main","Water Temperature","C","Excellent","17.43","17.3","15.74","15.69",-0.08,"-0.459","SIGURDSON",NA,"14:04","20.97","20.93",NA,NA,0.04,"0.191",NA,NA,NA,NA,0.12,"0.65","RTM-70"
"PPT","2023-04-11","12:05","NEUMAYR","RTM-83","main","SpC","uS/cm","Excellent","173","173","172","172",0,"0","SIGURDSON",NA,"14:04","1413","1413",NA,NA,0,"0",NA,NA,NA,NA,0,"0","RTM-70"
"PPT","2023-04-11","12:05","NEUMAYR","RTM-83","main","Dissolved Oxygen","mg/L","Excellent","9.41","9.49","9.5","9.3",0.28,"2.976","SIGURDSON",NA,"14:04","9.25","9.25",NA,NA,0,"0",NA,NA,NA,NA,0.28,"2.976","RTM-70"
"PPT","2023-04-11","12:05","NEUMAYR","RTM-83","main","pH","pH Units","Good","7.5","7.42","7.25","7.35",-0.18,"-2.4","SIGURDSON",NA,"14:04","7.02","7.09","10.04","10.24",-0.07,"-0.997",-0.2,"-3.984","0.135","-2.4905",0.315,"4.8905","RTM-70"
"PPT","2023-04-11","12:05","NEUMAYR","RTM-83","main","Turbidity","FNU","Excellent","21.06","21.05","11.04","10.13",0.9,"4.274","SIGURDSON",NA,"14:04","0","0.18","124","122.96",-0.18,"-1",1.04,"1.677","0.61","0.3385",1.51,"4.6125","RTM-70"
"PPT","2023-05-16","11:22","NELSON","RTM-109","main","Water Temperature","C","Excellent","20.56","20.52","20.81","20.74",0.03,"0.146","NELSON","2023-05-17","11:25","21.26","21.29",NA,NA,-0.03,"-0.141",NA,NA,NA,NA,0.06,"0.287","RTM-70"
"PPT","2023-05-16","11:22","NELSON","RTM-109","main","SpC","uS/cm",NA,"131","123","123","123",-8,"-6.107","NELSON","2023-05-17","11:25","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RTM-70"
"PPT","2023-05-16","11:22","NELSON","RTM-109","main","Dissolved Oxygen","mg/L","Excellent","8.86","9.02","9.29","9.44",0.01,"0.113","NELSON","2023-05-17","11:25","9.14","9.01",NA,NA,0.13,"1.422",NA,NA,NA,NA,0.14,"1.535","RTM-70"
"PPT","2023-05-16","11:22","NELSON","RTM-109","main","pH","pH Units","Excellent","7.46","7.4","6.92","6.96",-0.1,"-1.34","NELSON","2023-05-17","11:25","7.02","7.18","10.05","10.07",-0.16,"-2.279",-0.02,"-0.398","0.09","-1.3385",0.19,"2.6785","RTM-70"
"PPT","2023-05-16","11:22","NELSON","RTM-109","main","Turbidity","FNU","Poor","6.81","7.01","5.94","7.21",-1.07,"-15.712","NELSON","2023-05-17","11:25","0","0.79","124","117.68",-0.79,"-1",6.32,"10.194","3.555","4.597",4.625,"20.309","RTM-70"
"PPT","2023-05-18","08:25","ALDRICH","RTM-67","main","Water Temperature","C",NA,NA,NA,NA,NA,NA,NA,"SIGURDSON",NA,"14:40","21.04","21.03",NA,NA,0.01,"0.048",NA,NA,NA,NA,NA,NA,NA
"PPT","2023-05-18","08:25","ALDRICH","RTM-67","main","SpC","uS/cm",NA,NA,NA,NA,NA,NA,NA,"SIGURDSON",NA,"14:40","1413","1409",NA,NA,4,"0.283",NA,NA,NA,NA,NA,NA,NA
"PPT","2023-05-18","08:25","ALDRICH","RTM-67","main","Dissolved Oxygen","mg/L",NA,NA,NA,NA,NA,NA,NA,"SIGURDSON",NA,"14:40","9.14","9.31",NA,NA,-0.17,"-1.86",NA,NA,NA,NA,NA,NA,NA
"PPT","2023-05-18","08:25","ALDRICH","RTM-67","main","pH","pH Units",NA,NA,NA,NA,NA,NA,NA,"SIGURDSON",NA,"14:40","7.02","7.14","10.05","10.08",-0.12,"-1.709",-0.03,"-0.597","0.075","-1.153",NA,NA,NA
"PPT","2023-05-18","08:25","ALDRICH","RTM-67","main","Turbidity","FNU",NA,NA,NA,NA,NA,NA,NA,"SIGURDSON",NA,"14:40","0","-0.01","124","124.75",0.01,"-1",-0.75,"-1.21","0.38","-1.105",NA,NA,NA
"PPT","2023-08-02","11:57","TRAN","RTM-80","main","Water Temperature","C","Excellent","24.27","24.31","24.32","24.36",0,"0","SIGURDSON",NA,"12:05","21.82","21.75",NA,NA,0.07,"0.321",NA,NA,NA,NA,0.07,"0.321","RTM-89"
"PPT","2023-08-02","11:57","TRAN","RTM-80","main","SpC","uS/cm","Excellent","125","126","126","126",1,"0.8","SIGURDSON",NA,"12:05","1000","996",NA,NA,4,"0.4",NA,NA,NA,NA,5,"1.2","RTM-89"
"PPT","2023-08-02","11:57","TRAN","RTM-80","main","Dissolved Oxygen","mg/L","Excellent","7.91","7.86","7.94","7.86",0.03,"0.379","SIGURDSON",NA,"12:05","9.23","9.32",NA,NA,-0.09,"-0.975",NA,NA,NA,NA,0.12,"1.354","RTM-89"
"PPT","2023-08-02","11:57","TRAN","RTM-80","main","pH","pH Units","Excellent","7.53","7.55","7.62","7.55",0.09,"1.195","SIGURDSON",NA,"12:05","7.02","7.06","10.05","10.05",-0.04,"-0.57",0,"0","0.02","-0.285",0.11,"1.48","RTM-89"
"PPT","2023-08-02","11:57","TRAN","RTM-80","main","Turbidity","FNU","Fair","10.87","9.95","11.69","12.27",-1.5,"-13.799","SIGURDSON",NA,"12:05","0","0.05","124","123.92",-0.05,"-1",0.08,"0.129","0.065","-0.4355",1.565,"14.2345","RTM-89"
"PPT","2023-08-23","10:55","TRAN","RTM-86","main","Water Temperature","C","Excellent","24.93","24.99","25.24","25.27",0.03,"0.12","TRAN",NA,"14:20","20.75","20.75",NA,NA,0,"0",NA,NA,NA,NA,0.03,"0.12",NA
"PPT","2023-08-23","10:55","TRAN","RTM-86","main","SpC","uS/cm","Excellent","151","151","151","152",-1,"-0.662","TRAN",NA,"14:20","5000","5022",NA,NA,-22,"-0.44",NA,NA,NA,NA,23,"1.102",NA
"PPT","2023-08-23","10:55","TRAN","RTM-86","main","Dissolved Oxygen","mg/L","Excellent","7.66","7.71","7.76","7.75",0.06,"0.783","TRAN",NA,"14:20","9.21","9.1",NA,NA,0.11,"1.194",NA,NA,NA,NA,0.17,"1.977",NA
"PPT","2023-08-23","10:55","TRAN","RTM-86","main","pH","pH Units","Excellent","7.7","7.63","7.67","7.63",-0.03,"-0.39","TRAN",NA,"14:20","7.02","7.16","10.04","10.12",-0.14,"-1.994",-0.08,"-1.594","0.11","-1.794",0.14,"2.184",NA
"PPT","2023-08-23","10:55","TRAN","RTM-86","main","Turbidity","FNU","Poor","3.25","4.65","3.37","4.18",0.59,"18.154","TRAN",NA,"14:20","0","-0.03","124","122",0.03,"-1",2,"3.226","1.015","1.113",1.605,"19.267",NA
"PPT","2023-09-22","11:18","NEUMAYR","RTM-69","main","Water Temperature","C","Good","21.05","21.08","21.4","21.24",0.19,"0.903","SIGURDSON",NA,"11:30","21.86","21.76",NA,NA,0.1,"0.457",NA,NA,NA,NA,0.29,"1.36","RTM-89"
"PPT","2023-09-22","11:18","NEUMAYR","RTM-69","main","SpC","uS/cm","Excellent","244","241","243","241",-1,"-0.41","SIGURDSON",NA,"11:30","1000","1002",NA,NA,-2,"-0.2",NA,NA,NA,NA,3,"0.61","RTM-89"
"PPT","2023-09-22","11:18","NEUMAYR","RTM-69","main","Dissolved Oxygen","mg/L","Excellent","9.4","9.35","9.28","9.35",-0.12,"-1.277","SIGURDSON",NA,"11:30","9.31","9.26",NA,NA,0.05,"0.537",NA,NA,NA,NA,0.17,"1.814","RTM-89"
"PPT","2023-09-22","11:18","NEUMAYR","RTM-69","main","pH","pH Units","Excellent","8.54","8.45","8.47","8.47",-0.09,"-1.054","SIGURDSON",NA,"11:30","7.02","7.1","10.04","10.12",-0.08,"-1.14",-0.08,"-1.594","0.08","-1.367",0.17,"2.421","RTM-89"
"PPT","2023-09-22","11:18","NEUMAYR","RTM-69","main","Turbidity","FNU","Poor","3.24","3.63","4.68","3.91",1.16,"35.802","SIGURDSON",NA,"11:30","0","-0.26","124","125.77",0.26,"-1",-1.77,"-2.855","1.015","-1.9275",2.175,"37.7295","RTM-89"
"PPT","2023-09-22","11:18","NEUMAYR","RTM-69","main","Turbidity","FNU","Poor","3.24","3.63","4.68","3.91",1.16,"35.802","SIGURDSON",NA,"11:30","0","-0.26","124","125.77",0.26,"-1",-1.77,"-2.855","1.015","-1.9275",2.175,"37.7295","RTM-89"
"PPT","2023-10-17","10:58","SIGURDSON","RTM-101","main","Water Temperature","C","Excellent","20.21","20.26","20.36","20.39",0.02,"0.099","SIGURDSON",NA,"12:00","20.28","20.31",NA,NA,-0.03,"-0.148",NA,NA,NA,NA,0.05,"0.247","RTM-89"
"PPT","2023-10-17","10:58","SIGURDSON","RTM-101","main","SpC","uS/cm","Excellent","172","173","173","173",1,"0.581","SIGURDSON",NA,"12:00","1000","989",NA,NA,11,"1.1",NA,NA,NA,NA,12,"1.681","RTM-89"
"PPT","2023-10-17","10:58","SIGURDSON","RTM-101","main","Dissolved Oxygen","mg/L","Excellent","8.77","8.9","8.8","8.91",0.02,"0.228","SIGURDSON",NA,"12:00","9.23","9.11",NA,NA,0.12,"1.3",NA,NA,NA,NA,0.14,"1.528","RTM-89"
"PPT","2023-10-17","10:58","SIGURDSON","RTM-101","main","pH","pH Units","Excellent","7.73","7.73","7.78","7.73",0.05,"0.647","SIGURDSON",NA,"12:00","7.02","7.04","10.04","10.07",-0.02,"-0.285",-0.03,"-0.598","0.025","-0.4415",0.075,"1.0885","RTM-89"
"PPT","2023-10-17","10:58","SIGURDSON","RTM-101","main","Turbidity","FNU","Poor","3.03","2.86","5.57","3.71",1.69,"55.776","SIGURDSON",NA,"12:00","0","-0.06","124","123.16",0.06,"-1",0.84,"1.355","0.45","0.1775",2.14,"55.9535","RTM-89"
"PPT","2023-11-21","12:07","TRAN","RTM-86","main","Water Temperature","C","Excellent","14.48","14.57","14.57","14.7",-0.04,"-0.276","NELSON",NA,"10:30","20.47","20.63",NA,NA,-0.16,"-0.782",NA,NA,NA,NA,0.2,"1.058","RTM-89"
"PPT","2023-11-21","12:07","TRAN","RTM-86","main","SpC","uS/cm","Excellent","190","188","195","190",3,"1.579","NELSON",NA,"10:30","1000","1000",NA,NA,0,"0",NA,NA,NA,NA,3,"1.579","RTM-89"
"PPT","2023-11-21","12:07","TRAN","RTM-86","main","Dissolved Oxygen","mg/L","Excellent","9.42","9.45","9.6","9.35",0.28,"2.972","NELSON",NA,"10:30","9.28","9.24",NA,NA,0.04,"0.431",NA,NA,NA,NA,0.32,"3.403","RTM-89"
"PPT","2023-11-21","12:07","TRAN","RTM-86","main","pH","pH Units","Excellent","7.64","7.6","7.78","7.6",0.14,"1.832","NELSON",NA,"10:30","7.01","7.02","10.04","10.1",-0.01,"-0.143",-0.06,"-1.195","0.035","-0.669",0.175,"2.501","RTM-89"
"PPT","2023-11-21","12:07","TRAN","RTM-86","main","Turbidity","FNU","Poor","5.63","4.3","5.64","6.17",-1.86,"-33.037","NELSON",NA,"10:30","0","-0.03","124","122.72",0.03,"-1",1.28,"2.065","0.655","0.5325",2.515,"33.5695","RTM-89"
"PPT","2023-12-28","10:20","NELSON","RTM-87","main","Water Temperature","C","Excellent","11.41","11.41","11.5","11.47",0.03,"0.263","SIGURDSON","2023-12-28","14:00","20.76","20.89",NA,NA,-0.13,"-0.626",NA,NA,NA,NA,0.16,"0.889","RTM-89"
"PPT","2023-12-28","10:20","NELSON","RTM-87","main","SpC","uS/cm","Excellent","546","546","546","546",0,"0","SIGURDSON","2023-12-28","14:00","1000","1000",NA,NA,0,"0",NA,NA,NA,NA,0,"0","RTM-89"
"PPT","2023-12-28","10:20","NELSON","RTM-87","main","Dissolved Oxygen","mg/L","Excellent","9.56","9.54","9.62","9.55",0.05,"0.523","SIGURDSON","2023-12-28","14:00","9.34","9.37",NA,NA,-0.03,"-0.321",NA,NA,NA,NA,0.08,"0.844","RTM-89"
"PPT","2023-12-28","10:20","NELSON","RTM-87","main","pH","pH Units","Excellent","7.52","7.42","7.48","7.38",0,"0","SIGURDSON","2023-12-28","14:00","7.02","7.1","10.05","10.15",-0.08,"-1.14",-0.1,"-1.99","0.09","-1.565",0.09,"1.565","RTM-89"
"PPT","2023-12-28","10:20","NELSON","RTM-87","main","Turbidity","FNU","Good","5.12","5.05","6.06","6.19",-0.2,"-3.906","SIGURDSON","2023-12-28","14:00","0","-0.12","124","117.71",0.12,"-1",6.29,"10.145","3.205","4.5725",3.405,"8.4785","RTM-89"
"RRI","2023-01-19","08:40","ALDRICH","RTM-99","main","Water Temperature","C","Excellent","9.75","9.81","9.67","9.81",-0.08,"-0.821","ALDRICH",NA,"08:15","21.11","21.1",NA,NA,0.01,"0.047",NA,NA,NA,NA,0.09,"0.868","RTM-98"
"RRI","2023-01-19","08:40","ALDRICH","RTM-99","main","SpC","uS/cm","Excellent","239","240","240","240",1,"0.418","ALDRICH",NA,"08:15","1413","1412",NA,NA,1,"0.071",NA,NA,NA,NA,2,"0.489","RTM-98"
"RRI","2023-01-19","08:40","ALDRICH","RTM-99","main","Dissolved Oxygen","mg/L","Excellent","7.34","7.38","7.26","7.38",-0.08,"-1.09","ALDRICH",NA,"08:15","9.43","9.48",NA,NA,-0.05,"-0.53",NA,NA,NA,NA,0.13,"1.62","RTM-98"
"RRI","2023-01-19","08:40","ALDRICH","RTM-99","main","pH","pH Units","Good","7.36","7.22","7.29","7.22",-0.07,"-0.951","ALDRICH",NA,"08:15","7.02","7.18","10.04","10.21",-0.16,"-2.279",-0.17,"-3.386","0.165","-2.8325",0.235,"3.7835","RTM-98"
"RRI","2023-01-19","08:40","ALDRICH","RTM-99","main","Turbidity","FNU","Poor","77.6","78.79","88.29","78.79",10.69,"13.776","ALDRICH",NA,"08:15","0","-0.06","124","121.5",0.06,"-1",2.5,"4.032","1.28","1.516",11.97,"15.292","RTM-98"
"RRI","2023-02-14","08:30","ALDRICH","RTM-78","main","Water Temperature","C","Excellent","10.51","10.47","10.33","10.32",-0.03,"-0.285","ALDRICH",NA,"07:30","22.77","22.78",NA,NA,-0.01,"-0.044",NA,NA,NA,NA,0.04,"0.329","RTM-70"
"RRI","2023-02-14","08:30","ALDRICH","RTM-78","main","SpC","uS/cm","Excellent","483","484","483","484",0,"0","ALDRICH",NA,"07:30","1413","1411",NA,NA,2,"0.142",NA,NA,NA,NA,2,"0.142","RTM-70"
"RRI","2023-02-14","08:30","ALDRICH","RTM-78","main","Dissolved Oxygen","mg/L","Excellent","9.72","9.96","9.81","9.81",0.24,"2.469","ALDRICH",NA,"07:30","9.41","9.36",NA,NA,0.05,"0.531",NA,NA,NA,NA,0.29,"3","RTM-70"
"RRI","2023-02-14","08:30","ALDRICH","RTM-78","main","pH","pH Units","Excellent","7.7","7.58","7.71","7.58",0.01,"0.13","ALDRICH",NA,"07:30","7.02","7.17","10.05","10.1",-0.15,"-2.137",-0.05,"-0.995","0.1","-1.566",0.11,"1.696","RTM-70"
"RRI","2023-02-14","08:30","ALDRICH","RTM-78","main","Turbidity","FNU","Fair","10.22","13.55","13.09","17.48",-1.06,"-10.372","ALDRICH",NA,"07:30","0","0","124","122.51",0,"0",1.49,"2.403","0.745","1.2015",1.805,"11.5735","RTM-70"
"RRI","2023-03-15","07:35","ALDRICH","RTM-72","main","Water Temperature","C","Excellent","12.87","12.8","13.35","13.31",-0.03,"-0.233","ALDRICH",NA,"08:50","21.11","21.12",NA,NA,-0.01,"-0.047",NA,NA,NA,NA,0.04,"0.28","RTM-70"
"RRI","2023-03-15","07:35","ALDRICH","RTM-72","main","SpC","uS/cm","Excellent","207","208","206","208",-1,"-0.483","ALDRICH",NA,"08:50","1413","1412",NA,NA,1,"0.071",NA,NA,NA,NA,2,"0.554","RTM-70"
"RRI","2023-03-15","07:35","ALDRICH","RTM-72","main","Dissolved Oxygen","mg/L","Excellent","7.75","7.65","8.04","7.87",0.07,"0.903","ALDRICH",NA,"08:50","9.33","9.35",NA,NA,-0.02,"-0.214",NA,NA,NA,NA,0.09,"1.117","RTM-70"
"RRI","2023-03-15","07:35","ALDRICH","RTM-72","main","pH","pH Units","Excellent","7.29","7.15","7.28","7.22",-0.08,"-1.097","ALDRICH",NA,"08:50","7.02","7.02","10.04","10.04",0,"0",0,"0","0","0",0.08,"1.097","RTM-70"
"RRI","2023-03-15","07:35","ALDRICH","RTM-72","main","Turbidity","FNU","Excellent","33.34","35.84","29.04","31.47",0.07,"0.21","ALDRICH",NA,"08:50","0","-0.12","124","123.93",0.12,"-1",0.07,"0.113","0.095","-0.4435",0.165,"0.6535","RTM-70"
"RRI","2023-04-05","08:00","ALDRICH","RTM-100","main","Water Temperature","C","Excellent","12.45","12.45","12.6","12.61",-0.01,"-0.08","SIGURDSON",NA,"08:39","21.67","21.64",NA,NA,0.03,"0.138",NA,NA,NA,NA,0.04,"0.218","RTM-70"
"RRI","2023-04-05","08:00","ALDRICH","RTM-100","main","SpC","uS/cm","Excellent","157","157","157","157",0,"0","SIGURDSON",NA,"08:39","1413","1416",NA,NA,-3,"-0.212",NA,NA,NA,NA,3,"0.212","RTM-70"
"RRI","2023-04-05","08:00","ALDRICH","RTM-100","main","Dissolved Oxygen","mg/L","Fair","10.27","9.55","10.44","9.62",0.1,"0.974","SIGURDSON",NA,"08:39","9.3","10.14",NA,NA,-0.84,"-9.032",NA,NA,NA,NA,0.94,"10.006","RTM-70"
"RRI","2023-04-05","08:00","ALDRICH","RTM-100","main","pH","pH Units","Excellent","7.41","7.26","7.39","7.35",-0.11,"-1.484","SIGURDSON",NA,"08:39","7.02","7","10.04","10.02",0.02,"0.285",0.02,"0.398","0.02","0.3415",0.13,"1.8255","RTM-70"
"RRI","2023-04-05","08:00","ALDRICH","RTM-100","main","Turbidity","FNU","Excellent","28.3","29.54","17.42","18.65",0.01,"0.035","SIGURDSON",NA,"08:39","0","0.01","124","122.71",-0.01,"-1",1.29,"2.081","0.65","0.5405",0.66,"0.5755","RTM-70"
"RRI","2023-06-06","07:55","ALDRICH","RTM-72","main","Water Temperature","C","Excellent","19.59","19.62","19.58","19.6",0.01,"0.051","ALDRICH",NA,"11:25","21.59","21.6",NA,NA,-0.01,"-0.046",NA,NA,NA,NA,0.02,"0.097","RTM-89"
"RRI","2023-06-06","07:55","ALDRICH","RTM-72","main","SpC","uS/cm","Excellent","83","83","83","83",0,"0","ALDRICH",NA,"11:25","6668","6667",NA,NA,1,"0.015",NA,NA,NA,NA,1,"0.015","RTM-89"
"RRI","2023-06-06","07:55","ALDRICH","RTM-72","main","Dissolved Oxygen","mg/L","Good","7.5","7.66","7.34","7.1",0.4,"5.333","ALDRICH",NA,"11:25","9.17","9.12",NA,NA,0.05,"0.545",NA,NA,NA,NA,0.45,"5.878","RTM-89"
"RRI","2023-06-06","07:55","ALDRICH","RTM-72","main","pH","pH Units","Excellent","7.09","7.12","7.09","7.1",0.02,"0.282","ALDRICH",NA,"11:25","7.02","7.09","10.04","10.05",-0.07,"-0.997",-0.01,"-0.199","0.04","-0.598",0.06,"0.88","RTM-89"
"RRI","2023-06-06","07:55","ALDRICH","RTM-72","main","Turbidity","FNU","Poor","9.19","12.62","14.74","16.79",1.38,"15.016","ALDRICH",NA,"11:25","0","-0.07","124","123.05",0.07,"-1",0.95,"1.532","0.51","0.266",1.89,"15.282","RTM-89"
"RRI","2023-07-11","07:50","ALDRICH","RTM-59","main","Water Temperature","C","Excellent","22.99","23.07","23.07","23.16",-0.01,"-0.043","NELSON",NA,"10:54","21.58","21.58",NA,NA,0,"0",NA,NA,NA,NA,0.01,"0.043","RTM-89"
"RRI","2023-07-11","07:50","ALDRICH","RTM-59","main","SpC","uS/cm","Excellent","150","151","151","151",1,"0.667","NELSON",NA,"10:54","1413","1413.7",NA,NA,-0.7,"-0.05",NA,NA,NA,NA,1.7,"0.717","RTM-89"
"RRI","2023-07-11","07:50","ALDRICH","RTM-59","main","Dissolved Oxygen","mg/L","Excellent","5.66","5.73","5.55","5.59",0.03,"0.53","NELSON",NA,"10:54","9.06","9.04",NA,NA,0.02,"0.221",NA,NA,NA,NA,0.05,"0.751","RTM-89"
"RRI","2023-07-11","07:50","ALDRICH","RTM-59","main","pH","pH Units","Poor","7.01","7.11","7.18","7.08",0.2,"2.853","NELSON",NA,"10:54","7.01","8.13","10.05","10.85",-1.12,"-15.977",-0.8,"-15.92","0.96","-15.9485",1.16,"18.8015","RTM-89"
"RRI","2023-07-11","07:50","ALDRICH","RTM-59","main","Turbidity","FNU","Good","6.91","9.71","10.64","13.06",0.38,"5.499","NELSON",NA,"10:54","0","0","124","122.29",0,"0",1.71,"2.758","0.855","1.379",1.235,"6.878","RTM-89"
"RRI","2023-08-08","07:40","ALDRICH","RTM-61","main","Water Temperature","C","Excellent","23.85","23.95","24.62","24.73",-0.01,"-0.042","SIGURDSON",NA,"11:15","21.16","21.09",NA,NA,0.07,"0.331",NA,NA,NA,NA,0.08,"0.373","RTM-89"
"RRI","2023-08-08","07:40","ALDRICH","RTM-61","main","SpC","uS/cm","Excellent","303","306","308","309",2,"0.66","SIGURDSON",NA,"11:15","1000","999",NA,NA,1,"0.1",NA,NA,NA,NA,3,"0.76","RTM-89"
"RRI","2023-08-08","07:40","ALDRICH","RTM-61","main","Dissolved Oxygen","mg/L","Excellent","6.8","6.98","7.49","7.47",0.2,"2.941","SIGURDSON",NA,"11:15","9.25","9.1",NA,NA,0.15,"1.622",NA,NA,NA,NA,0.35,"4.563","RTM-89"
"RRI","2023-08-08","07:40","ALDRICH","RTM-61","main","pH","pH Units","Excellent","7.2","7.36","7.3","7.42",0.04,"0.556","SIGURDSON",NA,"11:15","7.02","7.03","10.04","10.04",-0.01,"-0.142",0,"0","0.005","-0.071",0.045,"0.627","RTM-89"
"RRI","2023-08-08","07:40","ALDRICH","RTM-61","main","Turbidity","FNU","Excellent","18.81","19.73","7.61","7.79",0.74,"3.934","SIGURDSON",NA,"11:15","0","0.04","124","122.76",-0.04,"-1",1.24,"2","0.64","0.5",1.38,"4.434","RTM-89"
"RRI","2023-09-06","07:25","ALDRICH","RTM-62","main","Water Temperature","C","Excellent","21.85","21.85","22.14","22.16",-0.02,"-0.092","SIGURDSON",NA,"10:00","21.27","21.23",NA,NA,0.04,"0.188",NA,NA,NA,NA,0.06,"0.28","RTM-89"
"RRI","2023-09-06","07:25","ALDRICH","RTM-62","main","SpC","uS/cm","Excellent","252","253","267","268",0,"0","SIGURDSON",NA,"10:00","1000","999",NA,NA,1,"0.1",NA,NA,NA,NA,1,"0.1","RTM-89"
"RRI","2023-09-06","07:25","ALDRICH","RTM-62","main","Dissolved Oxygen","mg/L","Good","5.77","6.28","6.03","6.13",0.41,"7.106","SIGURDSON",NA,"10:00","9.33","9.28",NA,NA,0.05,"0.536",NA,NA,NA,NA,0.46,"7.642","RTM-89"
"RRI","2023-09-06","07:25","ALDRICH","RTM-62","main","pH","pH Units","Good","7.09","7.28","7.24","7.21",0.22,"3.103","SIGURDSON",NA,"10:00","7.02","6.84","10.05","9.97",0.18,"2.564",0.08,"1.592","0.13","2.078",0.35,"5.181","RTM-89"
"RRI","2023-09-06","07:25","ALDRICH","RTM-62","main","Turbidity","FNU","Good","10.38","10.57","12.16","13.31",-0.96,"-9.249","SIGURDSON",NA,"10:00","0","0.04","124","122.59",-0.04,"-1",1.41,"2.274","0.725","0.637",1.685,"9.886","RTM-89"
"RRI","2023-10-04","08:00","ALDRICH","RTM-100","main","Water Temperature","C","Excellent","21.41","21.48","21.81","21.85",0.03,"0.14","SIGURDSON",NA,"14:30","21.12","21.12",NA,NA,0,"0",NA,NA,NA,NA,0.03,"0.14","RTM-89"
"RRI","2023-10-04","08:00","ALDRICH","RTM-100","main","SpC","uS/cm","Excellent","448","450","452","453",1,"0.223","SIGURDSON",NA,"14:30","1000","999",NA,NA,1,"0.1",NA,NA,NA,NA,2,"0.323","RTM-89"
"RRI","2023-10-04","08:00","ALDRICH","RTM-100","main","Dissolved Oxygen","mg/L","Excellent","6.48","6.76","6.82","6.93",0.17,"2.623","SIGURDSON",NA,"14:30","9.27","9.12",NA,NA,0.15,"1.618",NA,NA,NA,NA,0.32,"4.241","RTM-89"
"RRI","2023-10-04","08:00","ALDRICH","RTM-100","main","pH","pH Units","Excellent","7.28","7.29","7.31","7.31",0.01,"0.137","SIGURDSON",NA,"14:30","7.02","7","10.05","10.02",0.02,"0.285",0.03,"0.597","0.025","0.441",0.035,"0.578","RTM-89"
"RRI","2023-10-04","08:00","ALDRICH","RTM-100","main","Turbidity","FNU","Poor","5.6","6.75","7.68","7.53",1.3,"23.214","SIGURDSON",NA,"14:30","0","0","124","123.85",0,"0",0.15,"0.242","0.075","0.121",1.375,"23.335","RTM-89"
